,CountryCode,CurrentHandle,NameFirst,NameLast,PlayerId,TotalUSDPrize
31,ca,Scarlett,Sasha,Hostyn,2280,195836.83
32,kr,soO,Yoon Su,Eu,3481,195206.29
33,kr,viOLet,Dong Hwan,Kim,1052,183368.96
34,kr,aLive,Lee Seok,Han,1033,179146.2
35,se,NaNiwa,Johan,Lucchesi,1094,177328.02
36,pl,MaNa,Grzegorz,Komincz,1225,173190.35
37,de,ShoWTimE,Tobias,Sieber,3811,172210.23
38,kr,Soulkey,Min Chul,Kim,2230,155784.34
39,kr,Dear,Dong Jun,Baek,2274,147801.3
40,kr,Hydra,Dong Won,Shin,2221,147391.89
41,ca,HuK,Chris,Loranger,1020,146635.93
42,kr,fOrGG,Ji Soo,Park,1129,146004.11
43,kr,PuMa,Ho Joon,Lee,1174,143862.24
44,kr,TRUE,Tae Su,Bang,3651,142494.16
45,tw,Sen,Chia Cheng,Yang,1076,140739.6
46,kr,GuMiho,Byung Jae,Koh,1064,139864.93
47,mx,SpeCial,Juan Carlos,Lopez,1175,134137.43
48,pl,Elazer,Mikołaj,Ogonowski,11418,132989.18
49,kr,Jjakji,Hoon Jung,Ji,1024,128920.0
50,kr,Patience,Ji Hyun,Jo,4977,122303.23
51,kr,Trap,Sung Ho,Cho,3435,119117.36
52,cn,Jim,Jin,Hui Cao,1236,118185.16
53,kr,Creator,Hyun Woo,Jang,1080,117014.05
54,cn,TooDming,Hui Ming,Huang,2775,114499.02
55,cn,iAsonu,Zhou,Hang,7995,112512.0
56,kr,StarDust,Seok Hee,Son,3521,111579.95
57,cn,XiGua,Lei,Wang,1239,109736.29
58,kr,ByuL,Ji Won,Han,3616,106432.57
59,kr,san,Cho-Won,Kang,1011,106413.62
60,kr,FruitDealer,Won Ki,Kim,1037,102860.5
61,kr,Rogue,Byung Ryul,Lee,4070,101701.24
62,kr,LosirA,Kang Ho,Hwang,1009,101597.55
63,se,ThorZaIN,Marcus,Eklöf,1123,101492.4
64,es,VortiX,Juan,Moreno Durán,1280,99478.46
65,kr,Ryung,Dong Won,Kim,1029,97724.37
66,de,TLO,Dario,Wünsch,1165,95956.03
67,kr,Flash,Young Ho,Lee,1505,95488.34
68,kr,Alicia,Joon Sik,Yang,1034,94907.1
69,kr,Symbol,Dong Hyun,Kang,1135,94856.43
70,kr,Genius,Min Soo,Jung,1018,93775.14
71,br,Kelazhur,Diego,Schwimer,6180,90980.46
72,fr,Lilbow,David,Moschetto,7992,90849.56
73,kr,First,Hyun Woo,Kang,2890,89725.4
74,ua,Bly,Aleksandr,Svusuyk,1285,89131.02
75,cn,MacSed,Xiang,Hu,1430,88230.55
76,kr,Squirtle,Hyun Woo,Park,1070,84841.02
77,kr,YoDa,Byung Hyun,Choi,1082,84119.07
78,de,HasuObs,Dennis,Schneider,1233,82075.79
79,ca,MaSa,Maru,Kim,3742,82042.8
80,kr,Curious,Won Pyo,Lee,1063,80816.73
81,kr,Seed,Ahn,Sang Won,1423,79729.38
82,fr,PtitDrogo,Théo,Freydière,8570,79013.3
83,nl,uThermal,Marc,Schlappi,2620,78278.26
84,dk,Bunny,Patrick,Brix,3091,76105.95
85,nl,Harstem,Kevin,de Koning,3613,76085.16
86,kr,RorO,No Yeol,Shin,2220,75807.36
87,kr,Oz,Hak Soo,Kim,1039,75684.57
88,tw,Has,Yu Feng,Ke,5420,75373.41
89,nl,Ret,Joseph,de Kroon,1092,73302.24
90,fi,Serral,Joona,Sotala,5513,71725.23
91,kr,Dream,Joong Hyuk,Cho,1081,70651.0
92,kr,Sniper,Tae Hoon,Kwon,1091,69739.36
93,kr,KeeN,Kyo Seok,Hwang,1036,68321.92
94,de,Socke,Giacomo,Thüs,1161,67780.06
95,kr,Heart,Kim,Min Hyuk,1424,66538.87
96,ua,DIMAGA,Dmytro,Filipchuk,1058,66288.11
97,kr,Cure,Doh Wook,Kim,7999,64468.56
98,us,IdrA,Greg,Fields,1060,64106.44
99,fr,MarineLorD,Alexis,Eusebio,4574,63984.05
0,ru,Happy,Dmitry,Kostin,1288,63545.5
1,cn,XY,Yao,Xiang,2833,63418.57
2,es,LucifroN,Pedro,Moreno Durán,1276,62777.29
3,fi,Welmu,Vesa,Hovinen,1478,61155.34
4,ua,Kas,Mihaylo,Hayda,1226,60926.55
5,se,SortOf,Rickard,Bergman,2795,60202.79
6,kr,duckdeok,Kyung Deok,Kim,1120,59588.88
7,kr,RevivaL,Dong Hyun,Kim,1062,59565.36
8,kr,SuperNoVa,Young Jin,Kim,1028,58858.61
9,de,HeRoMaRinE,Gabriel,Segat,3518,58847.12
10,nl,Grubby,Manuel,Schenkhuizen,1140,58205.73
11,au,iaguz,Ethan,Zugai,1240,56965.5
12,fr,FireCake,Sébastien,Lebbe,4301,52139.93
13,se,Zanster,Anton,Dahlström,5100,52043.25
14,ua,White-Ra,Aleksey,Krupnyk,1074,50614.31
15,kr,July,Sung Joon,Park,1005,50053.28
16,us,puCK,Leiya,Qual,3815,48665.31
17,kr,MyuNgSiK,Myung Sik,Kim,4035,47673.75
18,fi,elfi,Samuli,Sihvonen,1232,46848.42
19,kr,Impact,Joon Hyuk,Kim,4712,44878.65
20,cn,Cyan,Huang,Min,14540,43963.86
21,kr,Bbyong,Woo Yong,Jung,3436,43743.44
22,kr,Pigbaby,Hee Soo,Yang,3654,42667.22
23,kr,RainBOw,Sung Je,Kim,1045,42061.04
24,kr,TOP,Jung Hoon,Kim,1006,41845.54
25,kr,Hurricane,Ki Woong,Nam,3655,41720.48
26,fr,Dayshi,Antoine,Stievenart,2899,41661.37
27,se,SaSe,Kim,Hammar,1095,40968.67
28,kr,Super,Sung Min,Seo,2746,40918.74
29,kr,TheStC,Yun Sik,Choi,1133,40908.95
30,se,MorroW,Stefan,Andersson,1075,40679.55
31,kr,YongHwa,Yong Hwa,Choi,2418,40534.16
32,mx,Cham,Pablo,Cham Blanco,3045,39460.67
33,kr,Golden,Myung Hwan,Cho,1103,38901.37
34,kr,FanTaSy,Myung Hoon,Jung,2048,38799.2
35,no,TargA,Kristoffer,Marthinsen,1249,38760.11
36,kr,SeleCT,Kyung Hyun,Ryoo,1099,37867.53
37,cl,KiLLeR,Felipe,Zuñiga,1230,37579.04
38,kr,JYP,Jin Youn,Park,1084,37076.01
39,kr,RagnaroK,Hee Bum,Shin,3441,37040.1
40,se,SjoW,Jeffrey,Brusi,1100,36850.81
41,kr,GanZI,Dong Ju,Kim,1022,35315.75
42,kr,Rain,Seo Yong,Park,1046,34620.0
43,kr,NaDa,Yoon Yeol,Lee,1008,33984.88
44,kr,InCa,Joon Hyuk,Song,1013,33270.85
45,us,ViBE,Daniel,Scherlong,1324,32955.71
46,kr,Lyn,Joon,Park,1042,32954.09
47,ru,Brat_OK,Pavel,Kuznetsov,1264,32188.99
48,kr,Bunny,Jae Sung,Lee,3824,32002.85
49,gb,DeMusliM,Benjamin,Baker,1254,31612.56
50,kr,Sacsri,Yeh Hoon,Lee,4714,31503.48
51,kr,TAiLS,Won Hyung,Kim,1090,31453.9
52,cn,Loner,Yi,Dai,1088,31210.89
53,kr,Crank,Jae Won,Choi,2078,30903.55
54,kr,BBoongBBoong,Jong Hyuk,Choi,1159,30902.33
55,kr,sCsC,Seung Chul,Kim,1014,30757.95
56,cn,Top,Tao,Hu,3402,30389.01
57,kr,Zenio,Jung Min,Choi,1021,30185.48
58,au,mOOnGLaDe,Andrew,Pender,1069,29884.72
59,de,GoOdy,Sascha,Lupp,1268,29551.33
60,kr,HongUn,Hong Wook,Ahn,1012,29392.1
61,nz,Petraeus,Mackenzie,Smith,4358,29356.82
62,se,Jinro,Jonathan,Walsh,1016,29281.38
63,us,JonSnow,Jarod,George,7336,29205.57
64,us,Suppy,Conan,Liu,2772,29127.75
65,fr,ToD,Yoan,Merlo,1342,28849.27
66,de,GunGFuBanDa,Fabian,Mayer,5078,28612.24
67,kr,Hack,Young Il,Kim,1125,28337.3
68,ca,Kane,Sam,Morrissette,3814,28160.16
69,kr,Reality,Ki Hyun,Kim,2215,28048.5
70,kr,Billowy,Do Kyung,Kim,1121,27883.8
71,kr,Moon,Jae Ho,Jang,1072,27753.0
72,ru,TitaN,Oleg,Kuptsov,1252,27305.56
73,ua,Strelok,Eugin,Oparyshev,1234,26232.89
74,kr,Lucky,In Soo,Lee,1085,26195.55
75,kr,Swagger,Sang Ho,Shin,1027,26002.48
76,kr,Trust,Sung Il,Choi,3656,25973.33
77,fr,Adelscott,Benoît,Strypsteen,1266,25262.63
78,ru,sLivko,Artem,Garavtsov,1256,25012.18
79,kr,Sleep,Seong Han,Kim,1295,24873.71
80,gb,BlinG,Samayan,Kay,1846,24509.39
81,kr,Monster,Hyun Seung,Tak,1097,24502.45
82,au,PiG,Jared,Krensel,1238,24348.2
83,us,Minigun,Chad,Jones,1325,23819.79
84,fi,Naama,Santeri,Lahtinen,1319,23652.91
85,kr,aMeBa,Woo Seo,Jung,1067,23453.09
86,dk,BabyKnight,Jon,Andersen,3047,23051.48
87,kr,Sora,Jung Hoon,Kim,4710,22454.49
88,ro,NightEnD,Silviu,Lazar,1250,22030.73
89,cn,TIME,Peinan,Li,19597,21949.55
90,pl,Tefel,Łukasz,Czarnecki,1279,21881.97
91,kr,Ensnare,Sang Cheol,Kim,1023,21405.83
92,se,Namshar,Christoffer,Kolmodin,10207,21284.73
93,kr,Puzzle,Sang Jun,Kim,1038,21283.06
94,kr,Hush,Young Bong,Byun,8360,21245.16
95,us,qxc,Kevin,Riley,1251,21232.06
96,kr,CoCa,Jong Hwan,Choi,1026,21102.85
97,kr,Kyrix,Joon,Han,1035,21076.53
98,pe,Fenix,Jian Carlo,Alejo,1124,21035.63
99,kr,Sorry,Ji Sung,Kim,4709,20962.49
0,kr,KingKong,Chung Hee,Yoo,3550,20712.3
1,de,Lambo,Julian,Brosig,7891,20565.77
2,kr,BoxeR,Yo Hwan,Lim,1047,20556.0
3,tw,Ian,Jia Hong,Lu,3407,20361.23
4,kz,PiLiPiLi,Pavel,Pilipenko,14871,20298.7
5,kr,Happy,Ho Jin,Ahn,1031,20282.07
6,us,Xenocider,Libo,Chang,3819,20245.0
7,kr,Choya,Hyung Seop,Lee,1043,20158.76
8,kr,Arthur,Myung Hyuk,Yoon,3653,19302.8
9,kr,Noblesse,Do Joon,Chae,1049,19225.92
10,kr,EffOrt,Jung Woo,Kim,1799,19020.98
11,rs,Beastyqt,Aleksandar,Krstić,1228,18646.75
12,us,Illusion,Chris,Lee,1261,18600.0
13,kr,Clide,Kyu Jong,Han,1015,18537.36
14,kr,TheBest,Chan Min,Kim,1040,18064.37
15,kr,Stork,Byung Goo,Song,1581,17974.41
16,au,Probe,Sean,Kempen,22089,17836.7
17,se,Bischu,Jesper,Johansson,1381,17615.97
18,kr,TricksteR,Ki Soo,Seo,1019,17462.28
19,at,monchi,Philipp,Simon,1287,17440.7
20,kr,Last,Sung Hyun,Kim,3442,17309.77
21,kr,YuGiOh,Seung Il,Jung,1050,17223.84
22,ca,Semper,Alexandru,Dimitriu,14598,17036.22
23,kr,Virus,Joon Yong,Park,1032,16929.44
24,de,DarKFoRcE,Jonathan,Belke,1255,16844.88
25,kr,anypro,Jung-Hwan,Lee,1010,16642.08
26,us,Sheth,Shawn,Simon,1098,16552.06
27,kr,sKyHigh,Byung Se,Jo,2216,16386.4
28,kr,Sting,Hoon,Ju,2416,15955.74
29,ph,EnDerr,Caviar Napoleon,Acampado,3267,15955.66
30,ru,LiveZerg,Andrey,Guldyashov,1380,15949.73
31,au,Seither,Sheldon,Barrow,27070,15563.81
32,kr,Sage,Kyung Chul,Woo,1096,15360.98
33,si,Starbuck,Matic,Dejak,4299,15356.88
34,fr,DnS,Adrien,Bouet,16474,15331.66
35,kr,Shine,Young Han,Lee,2071,15175.6
36,mx,JimRising,Jaime,Duran Silencio,2938,15115.3
37,ca,TT1,Payam,Toghyan,1059,15050.8
38,cn,LoveCD,Jun Feng,Li,2774,15036.64
39,kr,Check,Hyung Joo,Lee,1041,14984.49
40,kr,Armani,Jin Hyuk,Park,9779,14737.54
41,kr,Flying,Jae Wook,Shin,3464,14602.08
42,kr,hyvaa,Dae Kun,Shin,2225,14460.06
43,cn,Shana,Wang,Yulun,12003,14429.83
44,kr,Ruin,Deok,Hong,3823,14328.08
45,us,State,Ryan,Visbeck,1326,14145.0
46,pe,CatZ,Paulo,Vizcarra,1335,13996.36
47,kr,asd,Dae Jin,Lee,1051,13926.54
48,it,ClouD,Carlo,Giannacco,1302,13407.52
49,us,Bails,Bailey,Thomas,7994,13314.55
50,be,Feast,Jérémy,Vansnick,1248,13257.26
51,kr,BrAvO,Joon Kyu,Noh,3619,13230.48
52,kr,DeParture,Hyun,Sung Min,11131,13150.5
53,ua,fraer,Igor,Turchin,2044,12927.28
54,by,LoWeLy,Anton,Plebanovich,1282,12724.76
55,kr,Daisy,Jong Hyuk,Lee,2826,12687.42
56,fr,SarenS,Pierre,Guivarch,1410,12544.33
57,us,Goswser,Michael,Dobler,2769,12508.15
58,cn,Mystery,Hu,Jiajun,12004,12364.86
59,kr,Forte,Ki Yong,Kim,10958,12343.58
60,kr,Check,Min Gyu,Kim,3827,12246.7
61,kr,Paralyze,Kyung Doo,Jung,2226,12170.67
62,kr,Action,Seong Dae,Kim,2228,12169.95
63,kr,Apocalypse,Min Hyung,Kim,3829,11983.5
64,cn,Ein,Gao,Kun,12008,11971.96
65,cn,Coffee,Yishen,Wu,27731,11844.2
66,ch,biGs,Han,Sang Cho,1258,11776.61
67,tw,Rex,Hao Cheng,Lei,13393,11749.14
68,tw,Slam,Yan Cheng,Liu,3401,11646.37
69,pl,souL,Piotr,Walukiewicz,11133,11561.76
70,se,LaLuSh,Faton,Rekathati,1323,11487.24
71,de,Hanfy,Fabian,Kattner,3211,11382.4
72,kr,Sound,Sang Hwan,Bae,1272,11216.81
73,kr,Line,Soo Ho,Kim,1055,11183.14
74,cn,Courage,Zanqi,Qian,7343,11065.01
75,kr,Terminator,Jae Sang,Ha,3437,10738.15
76,de,KrasS,Andreas,Ullrich,3089,10702.21
77,de,XlorD,Daniel,Spenst,1259,10695.35
78,au,MaFia,Timothy,He,2939,10587.76
79,pl,Tarson,Tomasz,Boro&#324;,1229,10549.83
80,ca,KiWiKaKi,Jonathan,Garneau,1160,10328.57
81,kr,LiveForever,Tae Hwan,Kim,1083,10193.83
82,kr,Inori,Min Gyu,Woo,1332,10031.99
83,kr,JangBi,Yeong Moo,Heo,1805,10028.25
84,pl,Guru,Szymon,Nieciąg,15825,10009.08
85,kr,Maka,Han Eol,Kwak,1054,9922.57
86,cn,JieShi,Jiajun,Hu,26639,9891.85
87,kr,hitmaN,In Bin,Goh,9780,9769.95
88,cn,Comm,Hui,Shen,2832,9759.87
89,kr,Journey,Tae Hee,Seo,4075,9683.51
90,au,NXZ,Ryan,Jones,4894,9442.53
91,kr,Aphrodite,Ga Young,Kim,2281,9327.54
92,no,Eiki,Eik,Nysted Grødem,5844,9288.31
93,tw,Nice,Yu Shiang,Huang,19604,9122.82
94,tw,AK,Zhe Wei,Li,3093,9122.55
95,se,StarNaN,Daniel,Ohlsson,2802,9121.67
96,ca,NoRegreT,Jake,Umpleby,10318,9083.92
97,ca,hendralisk,Henry,Zheng,3817,8762.29
98,kr,Pet,Nam Kyu,Park,3826,8708.82
99,kr,Quiet,Byung Hak,Song,1111,8579.33
0,ca,dde,Dong Yeon,Lee,1291,8552.72
1,ru,Rail,Artem,Avramenko,3622,8528.58
2,kr,HwangSin,Hwang,Seung Hyuk,1265,8395.41
3,kr,Blaze,Han,Jae Woon,7780,8275.97
4,de,Delphi,Lukas,Hilgers,2320,8095.8
5,pl,DieStar,Marcin,Wieczorek,1231,8034.75
6,se,HayprO,Hayder,Hussein,1117,7966.8
7,kr,Leta,Sang Moon,Shin,2053,7945.02
8,kr,Horang2,Kyung Min,Lee,2218,7945.02
9,kr,Snow,Yoon Chul,Jang,2233,7945.02
10,kr,Shine,Kyung Min,Choi,1299,7768.24
11,mx,Maker,Ricardo,Flores,2937,7552.57
12,kr,Sirius,Jin Sol,Choi,1678,7470.37
13,sg,Blysk,Thomas,Kopankiewicz,3551,7413.05
14,kr,mini,Hyun Je,Byun,2935,7320.73
15,gb,JonnyREcco,Paul,Whyte,3067,7235.87
16,kr,TheWinD,Sang Ik,Park,1044,7168.55
17,gb,Ziktomini,Nick,Copello,3070,7046.95
18,se,Seiplo,John,Seipel,1303,7019.55
19,kr,JookTo,Man Hyuk,Cho,1056,6918.62
20,fr,ShaDoWn,Thomas,Labrousse,20012,6900.13
21,kr,Crazy,Jung Hyun,Lim,2270,6880.58
22,tw,Hui,Jin Hui,Yuan,1851,6816.75
23,us,Astrea,Max,Angel,3743,6800.0
24,se,Miniraser,Viktor,Malmberg,3589,6782.98
25,kr,Min,Doh Hyung,Hwang,1065,6778.2
26,kr,Tassadar,Jung Hoon,Kim,1071,6759.42
27,kr,Brown,Min Soo,Choi,1102,6708.72
28,kr,YoungJoo,Kim,Young Joo,10940,6628.73
29,kr,Avenge,Nam Joong,Kim,1119,6551.04
30,sg,Revenant,Marcus Sin Yik,Tan,3403,6519.55
31,tw,DS,Jun,Wang,1850,6510.82
32,kr,ZerO,Myung Woon,Kim,1800,6397.95
33,tw,Cheetos,Shih Ting,Lin,8599,6350.05
34,kr,miso,Tae Hwan,Cho,1665,6348.31
35,kr,SpeeD,Geun Il,Park,12532,6250.0
36,kr,Comet,Hye Seong,Im,4482,6224.99
37,kr,Bear,Park,Kun Soo,10939,6224.99
38,kr,Hyperdub,Yoo Jong,Kim,1048,6153.66
39,kr,Aria,Gwang Ho,Song,4711,6038.12
40,de,Tarrantius,Patric,Dann,2347,6008.57
41,za,Drager,-,-,31483,5993.0
42,kr,GuineaPig,Hyun Tae,Kim,1106,5979.35
43,it,StarEagle,Maurizio,Carioti,1320,5884.61
44,us,NonY,Tyler,Wasieleski,1166,5850.0
45,pl,DaNa,Radosław,Danowski,3739,5848.66
46,cn,Cloudy,Gao,Yuan,12010,5766.15
47,cn,Punk,Hao,Pang,16995,5765.05
48,fr,AureS,Aurélien,Sannier,1278,5660.06
49,th,RedArchon,Thanapol,Kuachat,3268,5619.52
50,se,Winter,Felix,Hegethorn,15017,5608.92
51,ca,desRow,Marc-Olivier,Proulx,2315,5608.39
52,ve,ByRada,Alexander,Valbuena,24701,5607.14
53,cn,Rushcrazy,Tianchi,Qu,14542,5550.16
54,br,Potiguar,Aderson,Santos,1262,5550.0
55,kr,Light,Jae Ho,Lee,2057,5472.52
56,kr,Free,Yong Tae,Yoon,2227,5472.52
57,kr,PianO,Jin Mook,Lim,2244,5472.52
58,kr,BisAnG,Yoon,Ji Yong,10934,5472.52
59,kr,Hanbin,Jo,Han Bin,10935,5472.52
60,kr,HammEr,Hong,Jin Pyo,10936,5472.52
61,cn,Infi,Xu Wen,Wang,1340,5445.39
62,ru,Strange,Alexey,Solyakov,7383,5429.37
63,kr,dreamertt,Ji Hoon,Kim,2417,5352.13
64,kr,Shuttle,Seung Jin,Choi,2415,5307.12
65,tw,Expect,-,-,27324,5305.22
66,br,Tunico,Renan,Guilhem,1263,5250.0
67,us,Insur,Sky,Xu,2765,5200.0
68,br,Levin,Carlos,Cruz,3533,5200.0
69,kr,ReaL,Jin Sil,Oh,1253,5192.44
70,tw,Nifi,Yi-Ting,Liu,1849,5166.67
71,us,Hitman,Victor,Lin,5097,5130.0
72,ca,Bioice,Jackson,Wroblewski,17537,4994.85
73,kr,VINES,Sang Hun,Lee,1131,4971.87
74,hk,Bistork,Patrick,Ho,12007,4960.84
75,pl,ParanOid,Rafal,Kontowicz,1386,4889.35
76,ca,Ostojiy,Christopher,Ostojic,1847,4850.0
77,us,theognis,Michael,McClelland,2773,4835.71
78,fi,ZhuGeLiang,Wenlei,Dai,14696,4820.58
79,gb,Ourk,Liam,Streames,2536,4811.01
80,fr,Denver,Clément,Coste,7657,4797.78
81,ca,Drewbie,Andrew,Moysey,1164,4693.12
82,us,Guitarcheese,Alex,Tarkoff,7334,4670.0
83,kr,Center,Jae Sung,Choi,3615,4637.62
84,lt,Krr,Kristijonas,Barisas,1286,4613.2
85,us,Pandabearme,Isaac,Fox,17535,4529.04
86,kr,DRGLing,Won Ju,Lee,26671,4517.4
87,kr,Kop,Dong Won,Ji,3825,4494.88
88,fi,Satiini,Juha-Matti,Bäckström,1275,4450.96
89,kr,TurN,Dae Ho,Park,4074,4440.54
90,sg,Yekke,Jason,Chan,3552,4421.46
91,kr,JKS,Jae Kyung,Song,2891,4394.63
92,cl,Jarppi,Rodrigo,Hinojosa,13769,4385.0
93,kr,Bang,Dong Hyeon,Seo,4072,4310.9
94,us,daisuki,Peter,Yoo,2764,4300.0
95,ca,Jig,Simon,Lacasse-Labelle,4367,4227.62
96,tw,Fist,Yi Heng,Lin,5422,4201.35
97,nl,Optimus,Vincent,Klerks,18860,4138.69
98,es,LoLvsxD,Rubén,Pons Serrano,3049,4093.64
99,cn,F91,Sun Yi,Feng,2835,4076.57
0,br,Erik,Erik,Bermelho,24300,4040.92
1,kr,AnNyeong,Hak Seon,Moon,1294,4038.86
2,tw,Python,Chang Yu,Li,5423,3947.98
3,ar,Capoch,Patricio,Del Olmo,3535,3929.68
4,kr,Miya,Jong Bum,Jun,2892,3916.8
5,nz,MightyKiwi,David,Gore,19033,3912.35
6,se,merz,Tim,Olsson,1330,3906.88
7,it,Reynor,Riccardo,Romiti,15015,3866.37
8,us,GAMETIME,Stephen,Ankawi,17679,3846.5
9,kr,Mind,Sung Gyoon,Park,2064,3762.35
10,kr,HoeJJa,Kang Min,Koh,2075,3762.35
11,kr,BarrackS,Byung Yung,Hwang,2214,3762.35
12,kr,Motive,Won,Seon Jae,10937,3762.35
13,kr,Cacia,Lee,Dong Won,10938,3762.35
14,dk,Lillekanin,Steffen,Hovmand,10319,3758.39
15,kr,JuNi,Jun Hee,Yoo,2246,3757.98
16,kr,SonGDuri,Young Jin,Song,4071,3750.75
17,us,PainUser,Taylor,Parsons,1170,3750.0
18,us,Hellokitty,Zifeng,Wang,2766,3722.66
19,cn,Chick,Chuan Tao,Wu,26640,3703.95
20,nz,JazBas,Sung,Cho,2944,3677.77
21,cn,LoveTt,Liu,Yin,2836,3663.81
22,us,Arium,Samson,Nazaryan,7339,3615.99
23,ru,Aristeo,Anton,Vasilyev,1322,3614.21
24,fr,PsiOnic,Paul Daniel,dit Andrieu,11017,3593.29
25,kr,LegalMind,Kyung Soo,Kim,1066,3558.61
26,kr,Nettie,Yung Soo,Jun,1108,3550.84
27,us,CrunCher,Abdulaziz,Abed,1267,3528.57
28,kr,VanVanth,Myung Deok,Seo,1053,3520.74
29,us,intense,Andrew,Pirelli,13206,3516.47
30,us,Axslav,Nick,Ranish,1242,3464.29
31,se,hOpe,Dan,Gustafsson,4573,3439.21
32,kr,BeSt,Jae Wook,Doh,2051,3409.92
33,de,iNSoLeNCE,Alexander,Hein,2305,3405.64
34,kr,hOpe,Ji Soo,Jang,10942,3404.51
35,tr,Zerghamdi,Berkay,Erbaş,23652,3396.5
36,kr,Whale,Ahn,Joon Hwa,10977,3363.69
37,us,Raze,Jay,Whipple,31363,3267.0
38,it,JeaL,Diego,Sapienza,2621,3100.0
39,es,MikOeL,Miguel,López Flotats,4391,3093.39
40,us,Silky,Nick,McNeese,17470,3057.9
41,us,flo,Florence,Yao,2331,3050.0
42,tw,FLY,Ke Wei,Chen,3404,3044.9
43,us,KawaiiRice,Lok-Yin,Kwong,1336,3000.0
44,es,Majestic,Miguel,Julià Rubio,10946,2974.73
45,ca,SLush,Paul-David,Pagé,1168,2938.57
46,fr,KenZy,Bruno,Wafo-Tapa,3018,2891.03
47,kr,Luvsic,Chang Ho,Jo,1087,2865.13
48,kr,NalZa,Kong,Won Wook,10974,2847.54
49,gb,Lau,Nathan,Lau,3071,2837.36
50,ru,Siw,Vladimir,Syzranov,3738,2836.44
51,us,RuFF,Jesse,Hall,10390,2790.43
52,es,AlaStOr,Enrique,Marcias,3048,2750.48
53,pt,sYz,Diogo,Barbosa,1301,2748.73
54,ua,HappyZerg,Svyatoslav,Vlasyuk,2414,2721.1
55,tw,LittleWolf,-,-,27326,2714.77
56,ca,SaroVati,Brian,Zhao,3648,2691.66
57,kr,NightMare,Wook,Jang,37026,2682.0
58,ru,DmC,Dmitriy,Bakhtiyarov,12304,2673.68
59,kr,s2,Seung Suk,Lee,2247,2668.96
60,kr,Lee Jae Kyun,Lee,Jae Kyun,10943,2667.85
61,tw,HRU,Yong-Shan,Liang,11138,2666.67
62,no,Snitchables,Ruben,Drange,12318,2611.13
63,kr,Trend,Jin Seok,Park,4713,2602.34
64,no,Noticimus,Nicolai,Jacobsen,2897,2600.0
65,be,Orly,Olivier,Bellemans,1273,2596.46
66,kr,FrOzen,Dong Kun,Kim,2212,2591.89
67,it,Ryu,Eduard,Condori,33051,2583.42
68,cn,Clannad,Gong,Xun,5347,2582.76
69,kr,Junwi,Gyung Lak,Park,1077,2548.6
70,au,Light,Ray,Zi,2940,2546.72
71,de,AcRo,Andreas,Kirchner,2423,2529.77
72,cn,xiaOt,Li Wei,Sun,1352,2523.59
73,cn,Mayuki,Ma,Xue,13075,2500.0
74,kr,cOre,Jung Min,Ahn,1114,2497.65
75,au,tgun,Bradley,Seymour,2314,2448.54
76,us,Destiny,Steven,Bonnell,1176,2444.36
77,kr,Sparta,Wi Jin,Hwang,3438,2442.47
78,tw,SoftBall,Zhenyu,Zhan,5030,2412.54
79,cn,XluoS,Ying,Song,2834,2409.04
80,in,DemiLove,Varun,Immanuel,14544,2406.52
81,us,Machine,Bryce,Bates,1171,2389.29
82,cn,Clavie,Tianning,Chen,14116,2389.22
83,pl,Ziggy,Szymon,Filipek,34095,2385.59
84,ie,ABomB,Alex,Thomas,6179,2382.89
85,kr,Astraea,Bok Na,Young,1661,2382.46
86,lt,Fargo,Vaidas,Radavicius,2535,2380.91
87,kr,Cezanne,Jung Hwan,Kim,1073,2380.9
88,kr,PenguiN,Yoon Seok,Nam,12544,2380.42
89,kr,True,Yoo,Ki Sung,1425,2379.92
90,fr,Eeel,Christophe,Boucardey,2900,2364.58
91,cz,TomikuS,Pavel,Tomasek,3614,2341.05
92,ru,Revolver,Pavel,Belov,7380,2339.71
93,kr,Seal,Lee,Joon,1427,2336.9
94,cn,Firefly,-,-,37681,2324.57
95,fr,TuZeR,Romain,Franco,3016,2319.06
96,tw,Cell,-,-,21941,2308.26
97,pe,Smile,Max de la Fuente,Bentin,18380,2303.33
98,fr,MiNiMaTh,Mathieu,Perrus,7377,2300.99
99,cn,Aloha,-,-,16992,2271.1
0,fr,NeOAnGeL,Grégory,Ferte,7376,2265.68
1,ca,Drunkenboi,Henry,Luu,3816,2260.0
2,no,Kare,Marius,Skoglund,6772,2246.72
3,sg,OxygeN,Yang Lim,Wei,5087,2236.79
4,us,Zeal,Valentin,Monfort-Schaeffer,17267,2230.0
5,sg,iceiceice,Daryl Pei Xiang,Koh,1949,2200.0
6,br,ReasoN,Paulo,Cesar,13768,2200.0
7,ru,Noname,Nikita,Andreev,4300,2195.99
8,fr,YoGo,Pierre-Marie,Humeau,8569,2195.75
9,mn,Sioras,Ononbat,Bataa,28471,2187.5
10,us,Pokebunny,Nick,Taber,1245,2179.44
11,cn,Pigeon,Yingjie,Zhu,7346,2177.78
12,ru,Pomi,Sergei,Rodionov,1247,2167.0
13,cl,Darkness,Diego,Garcés,3539,2150.0
14,pe,BLord,Julio,Sotomayor,13140,2137.5
15,kr,Spear,Hyun Mok,Kim,1296,2127.73
16,kr,Neige,Jung,Jung Ho,10956,2118.47
17,fr,KleeneX,Leif,Boutin,2901,2111.42
18,kr,eMotion,Jae Hyun,Lee,5077,2102.39
