0,2420,"November 1, 1988"
0,14547,"June 26, 1992"
0,2278,"June 15, 1992"
0,1428,"July 9, 1992"
0,3439,"October 6, 1992"
0,1333,"May 25, 1991"
0,1173,"August 14, 1986"
0,16749,"June 17, 1997"
0,3264,"August 27, 1990"
0,1382,"April 19, 1991"
0,3069,"June 16, 1989"
0,3219,"June 19, 1993"
0,1808,"May 19, 1992"
0,1589,"November 3, 1989"
0,4811,"June 13, 1995"
0,1417,"April 6, 1983"
0,3217,"July 17, 1992"
0,6770,"April 6, 2000"
0,5098,"May 22, 1991"
0,1480,"December 27, 1982"
0,1162,"September 15, 1992"
0,2943,"September 4, 1994"
0,1334,"September 4, 1993"
0,1079,"December 26, 1993"
0,2896,"February 14, 1994"
0,2217,"September 21, 1989"
0,1068,"February 19, 1991"
0,1243,"February 4, 1988"
0,1670,"November 8, 1990"
0,2801,"May 27, 1990"
0,1292,"January 1, 1994"
0,6953,"December 11, 1987"
0,1134,"January 1, 1992"
0,2898,"June 12, 1985"
0,10955,"August 23, 1998"
0,2767,"July 5, 1990"
0,1328,"April 21, 1986"
0,2770,"December 23, 1993"
0,10286,"October 4, 1990"
0,6769,"November 14, 1994"
0,3553,"June 10, 1994"
0,1260,"January 17, 1985"
0,4868,"August 7, 1993"
0,10307,"November 4, 1996"
0,2422,"April 26, 1988"
0,1122,"February 12, 1988"
0,3623,"December 9, 1994"
0,1113,"October 1, 1985"
0,1078,"January 1, 1991"
0,2941,"May 1, 1989"
0,3652,"January 16, 1995"
0,38784,"November 6, 1983"
0,8561,"November 17, 1994"
0,13145,"October 6, 1995"
0,2350,"October 17, 1986"
0,5209,"May 16, 1994"
0,8040,"May 6, 1990"
0,1101,"June 26, 1986"
0,1580,"November 5, 1983"
0,7997,"December 24, 1989"
0,2066,"March 29, 1990"
0,2311,"March 11, 1994"
0,6306,"April 28, 1995"
0,7392,"March 25, 1994"
0,10504,"April 20, 1995"
0,1112,"January 13, 1988"
0,7381,"February 8, 1989"
0,7316,"February 12, 1984"
0,2619,"May 8, 1987"
0,10505,"January 20, 1998"
0,3072,"September 8, 1987"
0,3689,"January 4, 1993"
0,2213,"November 8, 1989"
0,2798,"March 14, 1991"
0,2413,"December 4, 1987"
0,7337,"September 5, 1994"
0,4395,"July 11, 1989"
0,11128,"January 6, 1989"
0,2950,"September 8, 1983"
0,7395,"February 12, 1990"
0,1110,"September 23, 1987"
0,2330,"January 27, 1986"
0,3517,"October 27, 1993"
0,2623,"August 9, 1992"
0,3068,"December 4, 1990"
0,1298,"November 2, 1992"
0,1104,"January 10, 1984"
0,1109,"February 7, 1984"
0,15540,"August 9, 1997"
0,1107,"December 23, 1985"
0,2282,"July 8, 1990"
0,7996,"February 26, 1994"
0,2357,"December 23, 1985"
0,1683,"April 17, 1989"
0,1116,"February 18, 1982"
0,10957,"June 23, 1997"
0,3406,"October 16, 1984"
0,6292,"December 3, 1989"
0,4386,"February 5, 1995"
0,7333,"November 20, 1995"
0,2797,"May 12, 1990"
0,1402,"March 20, 1989"
0,1405,"December 21, 1990"
0,7379,"June 28, 1987"
0,1668,"March 7, 1984"
0,1671,"February 20, 1992"
0,1672,"July 4, 1985"
0,1644,"March 18, 1983"
0,1645,"July 16, 1986"
0,1646,"February 26, 1989"
0,3020,"January 12, 1989"
0,2352,"June 4, 1992"
0,1128,"September 18, 1992"
0,5518,"December 25, 1997"
0,3688,"October 19, 1994"
0,1327,"March 13, 1988"
0,40618,"August 22, 1999"
0,1688,"October 4, 1994"
0,14132,"April 3, 1991"
0,15512,"June 16, 1988"
0,2049,"June 20, 1990"
0,1163,"November 27, 1983"
0,1269,"December 12, 1986"
0,2313,"September 1, 1987"
0,6181,"February 22, 1990"
0,2310,"May 3, 1988"
0,5099,"September 4, 1991"
0,25685,"February 18, 1998"
0,1358,"April 26, 1988"
0,3745,"November 26, 1983"
0,1689,"November 13, 1993"
0,6305,"January 12, 1992"
0,14143,"March 13, 1992"
0,1675,"September 15, 1981"
0,1679,"January 29, 1992"
0,2557,"February 12, 1990"
0,1590,"February 3, 1989"
0,1649,"February 18, 1983"
0,1651,"May 29, 1993"
0,1653,"April 14, 1981"
0,1656,"August 12, 1986"
0,1657,"June 22, 1993"
0,1660,"April 2, 1988"
0,1666,"January 3, 1988"
0,1667,"May 1, 1984"
0,7304,"November 17, 1988"
0,2412,"May 24, 1990"
0,1331,"June 12, 1985"
0,1686,"September 10, 1988"
0,1690,"February 9, 1985"
0,1691,"January 6, 1991"
0,17334,"February 11, 1996"
0,2784,"March 5, 1991"
0,1838,"August 19, 1993"
0,7309,"June 17, 1988"
0,2831,"December 9, 1993"
0,7320,"October 4, 1985"
0,1727,"July 9, 1983"
0,24073,"September 18, 1993"
0,10962,"August 29, 1989"
0,2333,"May 25, 1993"
0,2830,"December 13, 1988"
0,2349,"July 16, 1990"
0,7325,"November 6, 1993"
0,1118,"February 10, 1992"
0,1369,"December 6, 1989"
0,2302,"August 28, 1989"
0,14139,"September 29, 1993"
0,2828,"February 28, 1992"
0,3740,"October 25, 1990"
0,4371,"October 25, 1990"
0,2987,"November 15, 1987"
0,1573,"April 24, 1981"
0,12543,"February 25, 1993"
0,1274,"May 19, 1988"
0,4895,"February 24, 1993"
0,4870,"February 15, 1987"
0,8666,"March 5, 1992"
0,14118,"November 14, 1991"
0,7338,"May 10, 1991"
0,7340,"August 7, 1992"
0,2298,"March 2, 1993"
0,6307,"October 25, 1996"
0,6382,"September 12, 1985"
0,29523,"September 30, 1996"
0,14131,"October 7, 1988"
0,3649,"December 14, 1986"
0,3650,"July 18, 1996"
0,39747,"February 20, 1995"
0,39748,"January 7, 1994"
0,39750,"March 7, 1989"
0,39751,"September 20, 1984"
0,39752,"June 3, 1985"
0,39753,"September 13, 1990"
0,1479,"September 4, 1984"
0,3810,"December 15, 1987"
0,3865,"August 13, 1990"
0,1433,"May 18, 1989"
0,6380,"October 27, 1990"
0,14127,"September 13, 1991"
0,4343,"January 17, 1991"
0,23718,"June 20, 1993"
0,2304,"December 13, 1988"
0,11135,"May 29, 1992"
0,4347,"March 26, 1989"
0,4387,"September 19, 1995"
0,6381,"September 26, 1987"
0,2306,"July 30, 1988"
0,2312,"May 11, 1993"
0,2316,"March 18, 1988"
0,2317,"July 30, 1991"
0,2318,"September 29, 1988"
0,2332,"December 5, 1989"
0,2794,"August 27, 1990"
0,7139,"June 28, 1987"
0,4331,"February 8, 1989"
0,14124,"November 30, 1985"
0,14129,"June 18, 1988"
0,7323,"August 16, 1990"
