,Age_at_win,Prize_USD,date
4259,23.0,1500,2015-09-19
4260,23.0,250,2015-10-03
4261,23.0,60,2015-10-03
4262,23.0,76,2015-10-05
4263,23.0,75,2015-10-09
4264,23.0,45,2015-10-09
4265,23.0,25,2015-10-10
4266,23.0,100,2015-10-16
4267,23.0,25,2015-10-20
4268,23.0,75,2015-10-23
4269,24.0,10,2016-08-08
4270,23.0,45,2015-10-24
4271,23.0,75,2015-10-28
4272,23.0,25,2015-10-31
4273,23.0,15,2015-11-19
4274,23.0,219,2015-11-23
4275,23.0,25,2015-12-01
4276,23.0,25,2015-12-03
4277,23.0,75,2015-12-05
4278,23.0,75,2015-12-12
4279,23.0,150,2015-12-28
4280,24.0,60,2016-10-17
4281,23.0,25,2016-01-05
4282,23.0,107,2016-01-10
4283,23.0,15,2016-01-24
4284,23.0,1666,2016-02-05
4285,23.0,75,2016-03-30
4286,23.0,75,2016-03-31
4287,23.0,35,2016-04-01
4288,23.0,50,2016-04-02
4289,23.0,42,2016-04-03
4290,23.0,100,2016-04-09
4291,24.0,10,2016-10-30
4292,23.0,15,2016-04-13
4293,23.0,75,2016-04-14
4294,24.0,50,2016-04-15
4295,24.0,1500,2016-04-18
4296,24.0,15,2016-05-04
4297,24.0,15,2016-05-06
4298,24.0,500,2016-06-26
4299,24.0,60,2016-06-30
4300,24.0,111,2016-07-03
4301,24.0,50,2016-07-03
4302,24.0,20,2016-11-12
4303,24.0,50,2016-07-10
4304,24.0,75,2016-07-16
4305,24.0,111,2016-07-17
4306,24.0,2000,2016-07-24
4307,24.0,50,2016-07-31
4308,24.0,111,2016-07-31
4309,24.0,82,2016-08-09
4310,24.0,35000,2016-08-14
4311,24.0,250,2016-08-22
4312,24.0,500,2016-08-27
4313,24.0,30,2016-11-26
4314,24.0,160,2016-08-27
4315,24.0,12,2016-08-27
4316,24.0,111,2016-08-28
4317,24.0,245,2016-08-28
4318,24.0,60,2016-08-29
4319,24.0,100,2016-09-01
4320,24.0,200,2016-09-04
4321,24.0,180,2016-09-04
4322,24.0,905,2016-10-03
4323,24.0,150,2016-10-22
4324,24.0,60,2016-12-10
4325,24.0,35,2016-10-22
4326,24.0,8536,2016-10-23
4327,24.0,10000,2016-11-05
4328,24.0,211,2016-11-20
4329,24.0,250,2016-12-10
4330,24.0,175,2017-01-08
4331,24.0,50,2017-01-22
4332,24.0,10,2017-02-06
4333,24.0,15,2017-02-18
4334,24.0,30,2017-02-19
4335,21.0,264,2012-08-25
4336,24.0,12,2016-12-10
4337,24.0,200,2017-02-19
4338,24.0,105,2017-02-19
4339,24.0,15,2017-02-19
4340,24.0,1100,2017-03-05
4341,24.0,100,2017-03-18
4342,24.0,37,2017-03-18
4343,24.0,180,2017-03-18
4344,24.0,200,2017-03-18
4345,24.0,75,2017-03-26
4346,24.0,26,2017-03-27
4347,24.0,20,2017-01-21
4348,24.0,50,2017-03-31
4349,24.0,600,2017-04-01
4350,24.0,37,2017-04-09
4351,24.0,25,2017-04-09
4352,24.0,150,2017-04-09
4353,24.0,37,2017-04-09
4354,24.0,40,2017-04-09
4355,24.0,75,2017-04-13
4356,25.0,500,2017-04-23
4357,25.0,6500,2017-04-30
4358,24.0,12,2017-01-21
4359,25.0,400,2017-05-20
4360,25.0,800,2017-06-10
4361,25.0,200,2017-06-11
4362,25.0,75,2017-06-11
4363,25.0,15,2017-06-11
4364,25.0,12,2017-06-11
4365,25.0,73,2017-06-12
4366,25.0,1000,2017-06-19
4367,25.0,6500,2017-07-15
4368,25.0,1125,2017-07-23
4369,24.0,20,2017-02-19
4370,25.0,1050,2017-07-30
4371,25.0,15,2017-08-12
4372,25.0,37,2017-08-12
4373,25.0,1200,2017-08-26
4374,25.0,145,2017-08-27
4375,25.0,200,2017-08-27
4376,25.0,6500,2017-09-10
4377,23.0,1756,2010-05-30
4378,23.0,300,2010-12-05
4379,23.0,300,2010-12-11
4380,24.0,15,2017-03-18
4381,23.0,432,2010-12-18
4382,24.0,1400,2011-03-20
4383,24.0,2671,2011-04-09
4384,24.0,350,2011-05-15
4385,24.0,250,2011-05-21
4386,24.0,10000,2011-07-10
4387,24.0,10000,2011-09-09
4388,24.0,250,2011-09-22
4389,24.0,10000,2011-10-22
4390,24.0,12000,2011-12-04
4391,24.0,50,2017-04-30
4392,25.0,538,2012-03-01
4393,25.0,1345,2012-03-03
4394,25.0,1500,2012-04-22
4395,25.0,1570,2012-06-17
4396,25.0,900,2012-07-15
4397,25.0,6000,2012-07-21
4398,25.0,1666,2012-07-21
4399,25.0,100,2012-09-08
4400,25.0,3197,2012-09-22
4401,25.0,1000,2012-10-14
4402,24.0,31,2017-05-21
4403,25.0,8000,2012-11-18
4404,26.0,171,2013-02-07
4405,26.0,1000,2013-03-17
4406,26.0,2000,2013-06-02
4407,26.0,25,2013-08-17
4408,26.0,257,2013-08-31
4409,26.0,300,2013-09-05
4410,26.0,2000,2013-10-20
4411,26.0,1000,2013-11-01
4412,26.0,300,2013-11-03
4413,24.0,75,2017-07-03
4414,26.0,3391,2013-11-10
4415,26.0,1652,2014-01-07
4416,26.0,2337,2014-01-12
4417,27.0,2000,2014-04-13
4418,27.0,1655,2014-05-04
4419,27.0,2000,2014-07-06
4420,27.0,1655,2014-07-06
4421,27.0,600,2014-07-23
4422,27.0,9986,2014-08-09
4423,27.0,2500,2014-08-16
4424,25.0,65,2017-08-06
4425,27.0,816,2014-09-27
4426,27.0,500,2014-11-02
4427,27.0,321,2014-12-07
4428,27.0,964,2014-12-21
4429,28.0,96,2015-01-25
4430,28.0,350,2015-02-01
4431,28.0,1285,2015-02-08
4432,28.0,4500,2015-04-05
4433,28.0,500,2015-06-13
4434,28.0,322,2015-06-21
4435,19.0,10000,2010-10-23
4436,28.0,4500,2015-06-28
4437,28.0,6000,2015-09-13
4438,28.0,110,2015-12-27
4439,29.0,800,2016-02-01
4440,29.0,1850,2016-04-23
4441,30.0,1319,2017-04-13
4442,30.0,3321,2017-05-21
4443,30.0,1329,2017-06-03
4444,30.0,1000,2017-06-19
4445,30.0,491,2017-08-03
4446,24.0,100,2011-02-11
4447,21.0,542,2012-10-18
4448,19.0,1772,2010-11-13
4449,18.0,259,2010-12-18
4450,18.0,600,2011-07-01
4451,18.0,100,2011-07-13
4452,18.0,189,2011-07-30
4453,19.0,50,2011-09-06
4454,19.0,697,2011-10-22
4455,19.0,708,2011-12-07
4456,19.0,1770,2011-12-07
4457,19.0,4483,2012-03-03
4458,19.0,285,2012-03-09
4459,19.0,358,2011-01-29
4460,19.0,100,2012-03-18
4461,19.0,1000,2012-04-02
4462,19.0,442,2012-04-07
4463,19.0,855,2012-05-17
4464,19.0,1282,2012-05-19
4465,19.0,50,2012-06-03
4466,19.0,702,2012-07-25
4467,19.0,1317,2012-07-27
4468,19.0,2927,2012-07-28
4469,20.0,264,2012-08-25
4470,20.0,177,2011-03-19
4471,20.0,904,2012-10-18
4472,20.0,1356,2012-10-20
4473,20.0,142,2012-11-21
4474,20.0,3080,2012-12-08
4475,20.0,930,2012-12-14
4476,20.0,1395,2012-12-14
4477,20.0,500,2012-12-28
4478,20.0,919,2013-02-27
4479,20.0,1838,2013-03-09
4480,20.0,142,2013-03-29
4481,20.0,150,2011-05-15
4482,20.0,1521,2013-04-27
4483,20.0,2000,2013-06-01
4484,20.0,706,2013-06-01
4485,20.0,100,2013-06-13
4486,20.0,205,2013-07-20
4487,21.0,899,2013-08-10
4488,21.0,377,2013-10-19
4489,21.0,1500,2013-10-19
4490,21.0,672,2013-11-23
4491,21.0,471,2013-11-23
4492,20.0,465,2011-05-27
4493,21.0,644,2014-01-24
4494,21.0,600,2014-05-20
4495,22.0,50,2014-09-28
4496,22.0,15,2014-09-30
4497,22.0,15,2014-10-02
4498,22.0,35,2014-10-05
4499,22.0,50,2014-10-09
4500,22.0,50,2014-10-11
4501,22.0,30,2014-11-03
4502,22.0,50,2014-11-04
4503,20.0,57,2011-06-18
4504,22.0,50,2014-11-16
4505,22.0,35,2014-11-17
4506,22.0,50,2014-11-21
4507,22.0,1000,2014-11-23
4508,22.0,50,2014-11-25
4509,22.0,50,2014-11-27
4510,22.0,50,2014-11-28
4511,22.0,1000,2014-12-07
4512,22.0,250,2014-12-13
4513,22.0,50,2014-12-17
4514,20.0,1544,2011-06-25
4515,22.0,50,2014-12-18
4516,22.0,1000,2014-12-21
4517,22.0,50,2014-12-22
4518,22.0,50,2014-12-27
4519,22.0,500,2014-12-29
4520,22.0,50,2014-12-30
4521,22.0,50,2015-01-05
4522,22.0,25,2015-01-10
4523,22.0,50,2015-01-16
4524,22.0,50,2015-01-20
4525,20.0,7500,2011-09-04
4526,22.0,50,2015-01-21
4527,22.0,35,2015-01-23
4528,22.0,60,2015-01-26
4529,22.0,15,2015-02-21
4530,22.0,75,2015-03-07
4531,22.0,904,2015-03-21
4532,22.0,763,2015-03-22
4533,22.0,50,2015-03-24
4534,22.0,50,2015-03-25
4535,22.0,45,2015-04-04
4536,20.0,1567,2011-10-15
4537,22.0,20,2015-04-05
4538,22.0,75,2015-04-09
4539,22.0,35,2015-04-14
4540,22.0,250,2015-04-25
4541,22.0,35,2015-04-30
4542,22.0,5000,2015-05-08
4543,22.0,15,2015-05-16
4544,22.0,1371,2015-06-28
4545,22.0,2500,2015-07-05
4546,22.0,60,2015-07-26
4547,21.0,3175,2012-04-15
4548,22.0,75,2015-07-30
4549,22.0,25,2015-08-02
4550,23.0,75,2015-08-12
4551,23.0,75,2015-08-13
4552,23.0,25,2015-09-03
4553,23.0,2147,2015-10-04
4554,23.0,25,2015-10-27
4555,23.0,125,2016-01-10
4556,23.0,15,2016-01-10
4557,23.0,1666,2016-02-05
4558,21.0,1356,2012-10-20
4559,21.0,225,2012-07-15
4560,23.0,75,2016-02-07
4561,23.0,75,2016-02-13
4562,23.0,75,2016-02-20
4563,23.0,246,2016-02-20
4564,23.0,150,2016-02-27
4565,23.0,400,2016-03-16
4566,23.0,35,2016-03-23
4567,23.0,15,2016-03-24
4568,23.0,75,2016-03-25
4569,23.0,15,2016-03-30
4570,21.0,150,2012-09-09
4571,23.0,15,2016-04-01
4572,23.0,15,2016-04-15
4573,23.0,15,2016-04-22
4574,23.0,416,2016-04-24
4575,23.0,200,2016-05-05
4576,23.0,75,2016-06-01
4577,23.0,200,2016-06-05
4578,23.0,35,2016-06-08
4579,23.0,35,2016-06-10
4580,23.0,1800,2016-06-19
4581,21.0,322,2013-01-18
4582,23.0,25,2016-06-21
4583,23.0,200,2016-07-13
4584,23.0,131,2016-07-19
4585,23.0,200,2016-07-27
4586,24.0,228,2016-08-09
4587,24.0,35,2016-08-23
4588,24.0,500,2016-08-27
4589,24.0,200,2016-08-31
4590,24.0,91,2016-09-06
4591,24.0,5428,2016-09-10
4592,22.0,163,2013-08-03
4593,24.0,3585,2016-09-11
4594,24.0,36,2016-09-13
4595,24.0,1400,2016-09-14
4596,24.0,136,2016-09-20
4597,24.0,91,2016-10-04
4598,24.0,250,2016-10-15
4599,24.0,35,2016-10-25
4600,24.0,90,2016-11-01
4601,24.0,170,2016-11-14
4602,24.0,500,2016-11-17
4603,22.0,49,2013-08-17
4604,24.0,50,2016-12-08
4605,24.0,250,2016-12-30
4606,24.0,125,2017-01-08
4607,24.0,60,2017-01-14
4608,24.0,30,2017-02-01
4609,24.0,75,2017-02-10
4610,24.0,49,2017-02-14
4611,24.0,7400,2017-03-05
4612,24.0,53,2017-03-07
4613,24.0,100,2017-03-13
4614,22.0,163,2013-09-14
4615,24.0,425,2017-03-18
4616,24.0,200,2017-03-19
4617,24.0,2500,2017-03-26
4618,24.0,2682,2017-03-26
4619,24.0,879,2017-04-09
4620,24.0,26,2017-04-18
4621,24.0,50,2017-04-23
4622,24.0,250,2017-04-25
4623,24.0,75,2017-05-03
4624,24.0,1600,2017-05-07
4625,22.0,16,2013-09-28
4626,24.0,52,2017-05-09
4627,24.0,105,2017-05-16
4628,24.0,75,2017-05-20
4629,24.0,250,2017-05-23
4630,24.0,324,2017-05-28
4631,24.0,250,2017-06-01
4632,24.0,445,2017-06-03
4633,24.0,100,2017-06-06
4634,24.0,100,2017-06-20
4635,24.0,35240,2017-06-24
4636,22.0,3284,2013-11-10
4637,24.0,494,2017-07-07
4638,24.0,50,2017-07-11
4639,24.0,250,2017-07-23
4640,24.0,250,2017-07-30
4641,24.0,200,2017-08-01
4642,25.0,50,2017-08-22
4643,25.0,150,2017-08-22
4644,25.0,4000,2017-08-27
4645,25.0,75,2017-08-29
4646,25.0,200,2017-09-05
4647,22.0,49,2013-11-16
4648,25.0,75,2017-09-06
4649,25.0,3528,2017-09-16
4650,17.0,100,2011-05-06
4651,18.0,300,2011-05-27
4652,18.0,50,2011-06-11
4653,18.0,50,2011-07-01
4654,18.0,100,2011-07-23
4655,18.0,10000,2011-08-11
4656,18.0,500,2011-10-27
4657,19.0,6000,2012-08-04
4658,22.0,16,2013-11-30
4659,19.0,1800,2012-08-25
4660,19.0,250,2012-09-02
4661,19.0,350,2012-09-08
4662,19.0,2000,2012-11-18
4663,20.0,1500,2013-06-02
4664,20.0,100,2013-06-17
4665,20.0,988,2013-08-03
4666,20.0,1500,2013-08-11
4667,20.0,500,2013-08-25
4668,20.0,100,2013-09-05
4669,21.0,7287,2012-10-27
4670,22.0,50,2011-11-09
4671,20.0,500,2013-09-29
4672,20.0,1500,2013-10-20
4673,20.0,200,2013-11-03
4674,20.0,500,2013-11-03
4675,20.0,2500,2013-11-17
4676,20.0,100,2013-12-08
4677,20.0,1000,2014-01-26
4678,20.0,1000,2014-02-01
4679,20.0,500,2014-02-16
4680,20.0,18,2014-03-07
4681,22.0,50,2011-11-16
4682,20.0,600,2014-03-23
4683,20.0,2000,2014-04-13
4684,21.0,1600,2014-06-19
4685,21.0,500,2014-06-29
4686,21.0,3000,2014-07-06
4687,21.0,50,2014-07-14
4688,21.0,2572,2014-07-26
4689,21.0,200,2014-08-10
4690,21.0,500,2014-08-10
4691,21.0,50,2014-08-12
4692,22.0,130,2011-12-16
4693,21.0,3000,2014-10-12
4694,21.0,5000,2014-11-16
4695,21.0,150,2015-01-21
4696,21.0,237,2015-01-27
4697,21.0,75,2015-02-09
4698,21.0,20,2015-02-23
4699,21.0,100,2015-03-03
4700,21.0,4500,2015-04-05
4701,21.0,2000,2015-04-30
4702,21.0,300,2015-05-07
4703,22.0,221,2012-04-07
4704,22.0,161,2015-06-21
4705,22.0,4500,2015-06-28
4706,22.0,300,2015-07-15
4707,22.0,20,2015-08-29
4708,22.0,4500,2015-09-13
4709,22.0,3500,2015-10-31
4710,22.0,75,2015-12-21
4711,22.0,25,2015-12-26
4712,22.0,50,2016-01-03
4713,22.0,50,2016-01-10
4714,22.0,250,2012-07-01
4715,22.0,75,2016-01-15
4716,22.0,15,2016-01-17
4717,22.0,2400,2016-02-17
4718,22.0,75,2016-03-12
4719,22.0,4000,2016-03-26
4720,22.0,1000,2016-03-26
4721,22.0,20,2016-05-14
4722,23.0,400,2016-05-20
4723,23.0,10,2016-06-13
4724,23.0,75,2016-06-17
4725,22.0,351,2012-07-25
4726,23.0,35,2016-06-17
4727,23.0,20,2016-06-27
4728,23.0,84,2016-06-28
4729,23.0,20,2016-06-29
4730,23.0,4000,2016-07-09
4731,23.0,1000,2016-07-16
4732,23.0,15,2016-08-06
4733,23.0,6000,2016-08-14
4734,23.0,15,2016-08-28
4735,23.0,50,2016-09-01
4736,22.0,1013,2012-07-28
4737,23.0,35,2016-09-02
4738,23.0,111,2016-09-11
4739,23.0,10,2016-09-26
4740,23.0,206,2016-10-06
4741,23.0,1000,2016-10-14
4742,23.0,5917,2016-10-23
4743,23.0,50,2016-12-10
4744,23.0,60,2017-01-21
4745,23.0,75,2017-01-21
4746,23.0,170,2017-01-29
4747,22.0,375,2012-08-11
4748,23.0,75,2017-02-07
4749,23.0,6500,2017-04-30
4750,24.0,2000,2017-05-28
4751,24.0,4000,2017-06-19
4752,24.0,2643,2017-06-24
4753,24.0,4000,2017-07-02
4754,24.0,6500,2017-07-15
4755,24.0,3987,2017-08-06
4756,24.0,1200,2017-08-13
4757,24.0,2646,2017-09-16
4758,22.0,1500,2012-08-26
4759,,103,2014-04-15
4760,,207,2014-05-14
4761,,102,2014-06-17
4762,,66,2014-08-03
4763,,31,2014-08-31
4764,,159,2014-10-21
4765,,124,2014-11-09
4766,,177,2014-11-16
4767,,39,2014-11-28
4768,,61,2014-12-07
4769,23.0,2000,2012-11-11
4770,,85,2015-02-11
4771,,7,2015-03-12
4772,,78,2015-03-13
4773,,27,2015-05-01
4774,,27,2015-06-07
4775,,4500,2015-06-28
4776,,106,2015-08-30
4777,,6000,2015-09-13
4778,,225,2015-10-23
4779,,19,2015-10-29
4780,21.0,363,2012-11-21
4781,23.0,300,2012-12-02
4782,,53,2015-11-14
4783,,113,2015-11-15
4784,,1250,2015-11-28
4785,,2500,2015-12-20
4786,,686,2015-12-26
4787,,731,2016-01-03
4788,,25,2016-01-04
4789,,1000,2016-01-24
4790,,600,2016-02-14
4791,,110,2016-02-24
4792,23.0,150,2013-03-01
4793,,8000,2016-03-05
4794,,1000,2016-03-26
4795,,10,2016-03-28
4796,,80,2016-04-03
4797,,20,2016-04-04
4798,,600,2016-04-09
4799,,56,2016-04-10
4800,,60,2016-04-18
4801,,89,2016-04-24
4802,,2000,2016-05-08
4803,23.0,304,2013-03-24
4804,,6000,2016-05-14
4805,,1000,2016-07-16
4806,,68,2016-07-22
4807,,70,2016-07-23
4808,,2000,2016-07-31
4809,,388,2016-08-07
4810,,4000,2016-08-14
4811,,60,2016-08-19
4812,,40,2016-08-28
4813,,37,2016-08-28
4814,23.0,3500,2013-06-02
4815,,111,2016-09-04
4816,,60,2016-09-12
4817,,100,2016-09-17
4818,,37,2016-09-17
4819,,55,2016-09-25
4820,,5992,2016-10-09
4821,,82,2016-10-11
4822,,65,2016-10-14
4823,,303,2016-10-18
4824,,50,2016-10-22
4825,23.0,743,2013-07-20
4826,,12,2016-10-22
4827,,30000,2016-11-05
4828,,100,2016-11-12
4829,,200,2016-11-12
4830,,60,2016-12-05
4831,,20,2016-12-10
4832,,37,2016-12-10
4833,,50,2016-12-11
4834,,200,2016-12-18
4835,,30,2016-12-18
4836,23.0,2000,2013-08-11
4837,,2500,2017-01-21
4838,,140,2017-01-29
4839,,75,2017-01-29
4840,,100,2017-02-19
4841,,75,2017-02-19
4842,,49,2017-02-25
4843,,600,2017-03-05
4844,,15,2017-03-18
4845,,100,2017-03-19
4846,,600,2017-04-08
4847,24.0,200,2013-09-05
4848,,100,2017-04-21
4849,,125,2017-04-22
4850,,108,2017-04-30
4851,,103,2017-05-04
4852,,108,2017-05-07
4853,,100,2017-05-13
4854,,60,2017-05-18
4855,,1200,2017-05-20
4856,,125,2017-05-21
4857,,1200,2017-06-03
4858,24.0,2000,2013-10-20
4859,,53,2017-06-10
4860,,125,2017-06-10
4861,,161,2017-06-13
4862,,6500,2017-06-19
4863,,50,2017-06-26
4864,,80,2017-07-03
4865,,25000,2017-07-15
4866,,109,2017-07-17
4867,,1000,2017-07-23
4868,,125,2017-08-05
4869,24.0,300,2013-11-03
4870,,60,2017-08-06
4871,,27,2017-08-07
4872,,65,2017-08-12
4873,,12,2017-08-12
4874,,400,2017-08-19
4875,,20,2017-08-27
4876,,200,2017-09-04
4877,,6500,2017-09-10
4878,,2646,2017-09-16
4879,16.0,265,2010-11-13
4880,24.0,6056,2013-11-23
4881,17.0,50,2011-07-27
4882,17.0,557,2011-09-10
4883,17.0,1307,2011-10-22
4884,17.0,50,2011-10-23
4885,17.0,44265,2011-12-07
4886,17.0,150,2011-12-08
4887,17.0,600,2012-01-28
4888,17.0,50,2012-01-30
4889,17.0,500,2012-02-12
4890,17.0,896,2012-03-01
4891,21.0,1100,2012-11-25
4892,24.0,942,2013-11-23
4893,17.0,1793,2012-03-03
4894,17.0,444,2012-03-09
4895,17.0,5000,2012-04-02
4896,17.0,221,2012-04-07
4897,17.0,2000,2012-04-08
4898,18.0,684,2012-05-17
4899,18.0,1282,2012-05-19
4900,18.0,40,2012-06-03
4901,18.0,527,2012-07-25
4902,18.0,219,2012-07-28
4903,24.0,1000,2013-12-15
4904,18.0,361,2012-10-18
4905,18.0,50,2012-11-21
4906,18.0,184,2012-12-08
4907,18.0,372,2012-12-14
4908,18.0,1000,2013-03-17
4909,18.0,41,2013-03-29
4910,19.0,267,2013-07-20
4911,19.0,539,2013-08-10
4912,19.0,3500,2013-10-19
4913,19.0,3000,2013-11-17
4914,24.0,3000,2014-04-13
4915,19.0,100,2013-11-20
4916,19.0,100,2013-11-23
4917,19.0,137,2013-12-01
4918,19.0,685,2013-12-10
4919,19.0,137,2013-12-15
4920,19.0,411,2014-01-13
4921,19.0,136,2014-01-26
4922,19.0,2000,2014-02-01
4923,19.0,682,2014-02-08
4924,19.0,136,2014-02-09
4925,24.0,25,2014-05-10
4926,19.0,408,2014-02-11
4927,19.0,1000,2014-02-16
4928,19.0,350,2014-02-26
4929,19.0,100,2014-03-01
4930,19.0,138,2014-03-02
4931,19.0,1000,2014-03-09
4932,19.0,409,2014-03-11
4933,19.0,350,2014-03-12
4934,19.0,1200,2014-03-23
4935,19.0,7500,2014-04-13
4936,24.0,2000,2014-07-06
4937,20.0,138,2014-04-20
4938,20.0,71,2014-04-21
4939,20.0,71,2014-04-23
4940,20.0,549,2014-05-02
4941,20.0,50,2014-05-08
4942,20.0,875,2014-06-08
4943,20.0,2000,2014-07-06
4944,20.0,400,2014-07-20
4945,20.0,135,2014-07-27
4946,20.0,1598,2014-08-28
4947,24.0,600,2014-07-23
4948,20.0,326,2014-09-07
4949,20.0,163,2014-09-09
4950,20.0,5000,2014-09-14
4951,20.0,326,2014-09-21
4952,20.0,163,2014-09-23
4953,20.0,2000,2014-10-05
4954,20.0,193,2014-10-14
4955,20.0,5000,2014-11-08
4956,20.0,6000,2014-11-29
4957,20.0,122,2014-12-21
4958,24.0,400,2014-07-27
4959,20.0,50,2015-01-13
4960,20.0,15,2015-01-16
4961,20.0,150,2015-03-15
4962,20.0,50,2015-04-14
4963,21.0,15,2015-04-28
4964,21.0,310,2015-07-12
4965,21.0,343,2015-07-24
4966,21.0,1666,2016-02-05
4967,21.0,250,2016-02-05
4968,22.0,701,2016-05-21
4969,24.0,50,2014-08-16
4970,22.0,1740,2016-06-22
4971,22.0,2560,2016-09-03
4972,22.0,35,2016-12-11
4973,22.0,250,2016-12-18
4974,22.0,37,2016-12-23
4975,22.0,1200,2017-03-05
4976,22.0,2682,2017-03-26
4977,22.0,25,2017-04-12
4978,23.0,439,2017-04-28
4979,23.0,25,2017-05-04
4980,25.0,50,2014-11-23
4981,23.0,113,2017-05-14
4982,23.0,445,2017-06-03
4983,23.0,25,2017-07-12
4984,23.0,50,2017-07-19
4985,23.0,331,2017-07-21
4986,23.0,200,2017-07-24
4987,23.0,100,2017-07-25
4988,23.0,75,2017-08-01
4989,23.0,2646,2017-09-16
4990,,205,2013-07-20
4991,25.0,79,2015-02-03
4992,,2093,2013-11-23
4993,,9164,2013-11-30
4994,,1000,2014-02-01
4995,,1000,2014-02-16
4996,,321,2014-02-26
4997,,959,2014-04-05
4998,,138,2014-04-12
4999,,345,2014-04-19
5000,,2061,2014-05-02
5001,,1000,2014-06-16
5002,21.0,200,2012-12-02
5003,25.0,20,2015-02-16
5004,,326,2014-06-18
5005,,135,2014-06-21
5006,,326,2014-06-25
5007,,135,2014-06-29
5008,,2000,2014-07-06
5009,,326,2014-07-10
5010,,2713,2014-07-12
5011,,81,2014-07-16
5012,,271,2014-07-26
5013,,407,2014-08-05
5014,25.0,300,2015-03-30
5015,,737,2014-08-13
5016,,1500,2014-08-16
5017,,333,2014-08-17
5018,,406,2014-08-20
5019,,83,2014-08-24
5020,,333,2014-08-26
5021,,266,2014-08-28
5022,,40,2014-09-02
5023,,1000,2014-09-14
5024,,163,2014-09-16
5025,25.0,226,2015-04-12
5026,,163,2014-09-19
5027,,128,2014-09-21
5028,,1000,2014-09-27
5029,,2000,2014-10-05
5030,,150,2014-12-04
5031,,20,2014-12-21
5032,,20,2015-01-18
5033,,39,2015-02-03
5034,,40,2015-02-16
5035,,1000,2015-03-15
5036,25.0,100,2015-04-28
5037,,50,2015-03-29
5038,,250,2015-05-02
5039,,110,2015-05-04
5040,,1000,2015-05-08
5041,,15,2015-05-23
5042,,150,2015-05-30
5043,,278,2015-06-21
5044,,776,2015-06-28
5045,,100,2015-07-01
5046,,118,2015-07-13
5047,25.0,100,2015-05-27
5048,,3000,2015-07-17
5049,,343,2015-07-24
5050,,1000,2015-08-09
5051,,250,2015-09-30
5052,,25,2015-10-10
5053,,150,2015-10-16
5054,,25,2015-10-25
5055,,25,2015-10-31
5056,,300,2015-11-19
5057,,100,2015-11-23
5058,25.0,100,2015-07-23
5059,,15,2015-11-30
5060,,75,2015-12-08
5061,,600,2015-12-28
5062,,75,2016-01-05
5063,,126,2016-01-17
5064,,1666,2016-02-05
5065,,15,2016-02-13
5066,,15,2016-02-20
5067,,41,2016-02-20
5068,,7813,2016-04-09
5069,26.0,415,2015-08-30
5070,,50,2016-04-18
5071,,200,2016-05-06
5072,,7644,2016-05-19
5073,,400,2016-07-27
5074,,600,2016-08-07
5075,,500,2016-08-27
5076,,2714,2016-09-10
5077,,8066,2016-09-11
5078,,1810,2016-10-03
5079,,250,2016-10-15
5080,22.0,200,2011-05-01
5081,,10000,2016-11-05
5082,,170,2016-11-14
5083,,10000,2016-11-20
5084,,14542,2016-12-12
5085,,209,2017-01-27
5086,,1200,2017-03-05
5087,,375,2017-03-18
5088,,100,2017-03-19
5089,,26,2017-04-11
5090,,50,2017-04-12
5091,23.0,50,2011-09-14
5092,,50,2017-04-25
5093,,219,2017-04-28
5094,,3388,2017-06-10
5095,,500,2017-06-24
5096,,2643,2017-06-24
5097,,110,2017-07-21
5098,,3528,2017-09-16
5099,18.0,1821,2012-10-27
5100,18.0,1395,2012-12-14
5101,18.0,367,2013-02-27
5102,23.0,25,2011-09-27
5103,18.0,1378,2013-03-09
5104,18.0,988,2013-08-03
5105,19.0,2400,2014-02-11
5106,19.0,674,2014-04-18
5107,19.0,5333,2014-08-09
5108,20.0,1449,2014-10-04
5109,20.0,875,2014-11-16
5110,20.0,451,2014-12-07
5111,20.0,482,2014-12-21
5112,20.0,904,2015-03-21
5113,21.0,231,2012-12-08
5114,23.0,1601,2011-10-08
5115,20.0,2244,2015-03-22
5116,20.0,776,2015-06-28
5117,20.0,4087,2015-07-10
5118,20.0,2000,2015-07-19
5119,20.0,343,2015-07-24
5120,20.0,2120,2015-09-13
5121,21.0,460,2015-11-15
5122,21.0,5000,2015-11-15
5123,21.0,2000,2015-11-28
5124,21.0,421,2015-12-26
5125,23.0,1331,2011-11-13
5126,21.0,1000,2016-03-27
5127,21.0,17504,2016-05-01
5128,21.0,701,2016-05-21
5129,21.0,2145,2016-05-22
5130,21.0,4430,2016-05-23
5131,21.0,749,2016-07-31
5132,21.0,2560,2016-09-03
5133,21.0,5428,2016-09-10
5134,21.0,5377,2016-09-11
5135,22.0,4072,2016-10-03
5136,23.0,66,2011-12-10
5137,22.0,15000,2016-11-05
5138,22.0,11724,2016-11-12
5139,22.0,427,2016-11-14
5140,22.0,250,2016-12-10
5141,22.0,200000,2017-01-15
5142,22.0,50,2017-02-18
5143,22.0,100300,2017-03-05
5144,22.0,4470,2017-03-26
5145,22.0,439,2017-04-09
5146,22.0,1604,2017-06-03
5147,23.0,166,2012-01-30
5148,22.0,500,2017-06-24
5149,22.0,4405,2017-06-24
5150,22.0,2000,2017-07-30
5151,22.0,13290,2017-08-06
5152,22.0,4410,2017-09-16
5153,,723,2012-10-18
5154,,558,2012-12-14
5155,,367,2013-02-27
