,Unnamed: 0,CountryCode,CurrentHandle,NameFirst,NameLast,PlayerId,TotalUSDPrize,Key,KL,kh
1107,7,it,BaFFinO,Simone,Martina,2324,200.0,2324-BaFFinO-Simone-Martina,2324-BaFFinO-Martina-Simone,2324-BaFFinO
1108,8,ca,DaSakura,Roxanne,Daviault,2333,200.0,2333-DaSakura-Roxanne-Daviault,2333-DaSakura-Daviault-Roxanne,2333-DaSakura
1109,9,kr,Wannabecool,Won-Tae,Lee,2744,200.0,2744-Wannabecool-Won-Tae-Lee,2744-Wannabecool-Lee-Won-Tae,2744-Wannabecool
1110,10,ca,Ryze,Brendon,Walker,2830,200.0,2830-Ryze-Brendon-Walker,2830-Ryze-Walker-Brendon,2830-Ryze
1111,11,ua,sda,Ruslan,Kogut,3021,200.0,3021-sda-Ruslan-Kogut,3021-sda-Kogut-Ruslan,3021-sda
1112,12,dk,Utopi,Jens,Jæger,3092,200.0,3092-Utopi-Jens-Jæger,3092-Utopi-Jæger-Jens,3092-Utopi
1113,13,nz,TheGoonSquad,-,-,4357,200.0,4357-TheGoonSquad,4357-TheGoonSquad,4357-TheGoonSquad
1114,14,nz,SIN,-,-,4360,200.0,4360-SIN,4360-SIN,4360-SIN
1115,15,us,ArtofWar,-,-,6823,200.0,6823-ArtofWar,6823-ArtofWar,6823-ArtofWar
1116,16,sg,Ease,Royce,Tang,7356,200.0,7356-Ease-Royce-Tang,7356-Ease-Tang-Royce,7356-Ease
1117,17,sg,sMoke,-,-,7357,200.0,7357-sMoke,7357-sMoke,7357-sMoke
1118,18,sg,ChoseN,-,-,7358,200.0,7358-ChoseN,7358-ChoseN,7358-ChoseN
1119,19,sg,dempsey,-,-,7359,200.0,7359-dempsey,7359-dempsey,7359-dempsey
1120,20,sg,Dougy,-,-,7360,200.0,7360-Dougy,7360-Dougy,7360-Dougy
1121,21,sg,Snow,-,-,7361,200.0,7361-Snow,7361-Snow,7361-Snow
1122,22,no,WhistleR,-,-,7386,200.0,7386-WhistleR,7386-WhistleR,7386-WhistleR
1123,23,fi,imakki,Ville,Hassinen,7387,200.0,7387-imakki-Ville-Hassinen,7387-imakki-Hassinen-Ville,7387-imakki
1124,24,dk,Cheerful,Mathias,Høyer,7388,200.0,7388-Cheerful-Mathias-Høyer,7388-Cheerful-Høyer-Mathias,7388-Cheerful
1125,25,at,Cube,Wolfgang,Schwarz,10385,200.0,10385-Cube-Wolfgang-Schwarz,10385-Cube-Schwarz-Wolfgang,10385-Cube
1126,26,us,TheoRy,Derek,Travisano,10387,200.0,10387-TheoRy-Derek-Travisano,10387-TheoRy-Travisano-Derek,10387-TheoRy
1127,27,us,PiRatE,-,-,10388,200.0,10388-PiRatE,10388-PiRatE,10388-PiRatE
1128,28,us,Merovingius,-,-,10389,200.0,10389-Merovingius,10389-Merovingius,10389-Merovingius
1129,29,us,Filoleg,-,-,10392,200.0,10392-Filoleg,10392-Filoleg,10392-Filoleg
1130,30,us,Napoleon,-,-,10393,200.0,10393-Napoleon,10393-Napoleon,10393-Napoleon
1131,31,us,LuvstoSpooge,-,-,10394,200.0,10394-LuvstoSpooge,10394-LuvstoSpooge,10394-LuvstoSpooge
1132,32,us,TheWay,-,-,10395,200.0,10395-TheWay,10395-TheWay,10395-TheWay
1133,33,us,MomenT,-,-,10397,200.0,10397-MomenT,10397-MomenT,10397-MomenT
1134,34,th,HaDeZ,-,-,11148,200.0,11148-HaDeZ,11148-HaDeZ,11148-HaDeZ
1135,35,th,Maya,-,-,11149,200.0,11149-Maya,11149-Maya,11149-Maya
1136,36,us,ChanmanV,Chris,Chan,19424,200.0,19424-ChanmanV-Chris-Chan,19424-ChanmanV-Chan-Chris,19424-ChanmanV
1137,37,lt,KrrFan,-,-,27496,200.0,27496-KrrFan,27496-KrrFan,27496-KrrFan
1138,38,au,Kobe,-,-,38786,200.0,38786-Kobe,38786-Kobe,38786-Kobe
1139,39,de,LoCo,Michael,Fuchs,2353,199.06,2353-LoCo-Michael-Fuchs,2353-LoCo-Fuchs-Michael,2353-LoCo
1140,40,de,Farmer,Daniel,Ciesla,2349,198.86,2349-Farmer-Daniel-Ciesla,2349-Farmer-Ciesla-Daniel,2349-Farmer
1141,41,ca,DeathRow,Pierre-Luc,-,15608,197.09,15608-DeathRow-Pierre-Luc,15608-DeathRow-Pierre-Luc,15608-DeathRow
1142,42,cn,YDForever,-,-,12006,194.18,12006-YDForever,12006-YDForever,12006-YDForever
1143,43,cn,wanted,-,-,12015,194.18,12015-wanted,12015-wanted,12015-wanted
1144,44,us,Jaden,-,-,27701,191.26,27701-Jaden,27701-Jaden,27701-Jaden
1145,45,se,Seala,Erik,Ramquist,27707,187.34,27707-Seala-Erik-Ramquist,27707-Seala-Ramquist-Erik,27707-Seala
1146,46,hr,CheeseKing,Tomislav,Matić,13807,185.95,13807-CheeseKing-Tomislav-Matić,13807-CheeseKing-Matić-Tomislav,13807-CheeseKing
1147,47,kr,Soulman,Jong-Hyun,Lee,7325,184.26,7325-Soulman-Jong-Hyun-Lee,7325-Soulman-Lee-Jong-Hyun,7325-Soulman
1148,48,kr,TopClass,Bang-Min,Jung,1118,184.01,1118-TopClass-Bang-Min-Jung,1118-TopClass-Jung-Bang-Min,1118-TopClass
1149,49,pl,Druzdil,Wojtek,Pawłowicz,5208,183.84,5208-Druzdil-Wojtek-Pawłowicz,5208-Druzdil-Pawłowicz-Wojtek,5208-Druzdil
1150,50,ca,AlexCMoi,Alexandre,Michaud,8390,180.79,8390-AlexCMoi-Alexandre-Michaud,8390-AlexCMoi-Michaud-Alexandre,8390-AlexCMoi
1151,51,th,Strike,-,-,7317,180.46,7317-Strike,7317-Strike,7317-Strike
1152,52,de,INTERNETHULK,Dennis,Hawelka,1482,177.5,1482-INTERNETHULK-Dennis-Hawelka,1482-INTERNETHULK-Hawelka-Dennis,1482-INTERNETHULK
1153,53,pl,Gerald,Mateusz,Budziak,40363,176.65,40363-Gerald-Mateusz-Budziak,40363-Gerald-Budziak-Mateusz,40363-Gerald
1154,54,no,Poseidon,-,-,28473,176.59,28473-Poseidon,28473-Poseidon,28473-Poseidon
1155,55,pl,Malcom,Szymon,Świrgal,38406,175.4,38406-Malcom-Szymon-Świrgal,38406-Malcom-Świrgal-Szymon,38406-Malcom
1156,56,es,kayZer,-,-,7362,175.0,7362-kayZer,7362-kayZer,7362-kayZer
1157,57,es,Trehor,-,-,7364,175.0,7364-Trehor,7364-Trehor,7364-Trehor
1158,58,es,Sirckcraft,-,-,7365,175.0,7365-Sirckcraft,7365-Sirckcraft,7365-Sirckcraft
1159,59,es,ZeroX,-,-,7366,175.0,7366-ZeroX,7366-ZeroX,7366-ZeroX
1160,60,us,WarreN,Dylan,Warren,18584,175.0,18584-WarreN-Dylan-Warren,18584-WarreN-Warren-Dylan,18584-WarreN
1161,61,no,LegendKiller,-,-,37721,174.71,37721-LegendKiller,37721-LegendKiller,37721-LegendKiller
1162,62,lu,JackO,Jacques,Fuchs,4871,173.51,4871-JackO-Jacques-Fuchs,4871-JackO-Fuchs-Jacques,4871-JackO
1163,63,ru,control,Yaroslav,Popov,1837,173.08,1837-control-Yaroslav-Popov,1837-control-Popov-Yaroslav,1837-control
1164,64,fi,Tulimeri,Petteri,Oinonen,5517,171.19,5517-Tulimeri-Petteri-Oinonen,5517-Tulimeri-Oinonen-Petteri,5517-Tulimeri
1165,65,gb,Jimmeh,-,-,13028,171.04,13028-Jimmeh,13028-Jimmeh,13028-Jimmeh
1166,66,gb,Deranging,-,-,13029,171.04,13029-Deranging,13029-Deranging,13029-Deranging
1167,67,us,RayReign,Brandon,Bernatz,16133,170.0,16133-RayReign-Brandon-Bernatz,16133-RayReign-Bernatz-Brandon,16133-RayReign
1168,68,fi,SaDe,Aku,Kangas,15283,167.96,15283-SaDe-Aku-Kangas,15283-SaDe-Kangas-Aku,15283-SaDe
1169,69,ca,Stormtrooper,Brandon,Herron,20013,167.76,20013-Stormtrooper-Brandon-Herron,20013-Stormtrooper-Herron-Brandon,20013-Stormtrooper
1170,70,de,Scandicain,Fabian,Knauer,20014,167.09,20014-Scandicain-Fabian-Knauer,20014-Scandicain-Knauer-Fabian,20014-Scandicain
1171,71,br,Tonho,Marco,dos-Santos,12697,166.79,12697-Tonho-Marco-dos-Santos,12697-Tonho-dos-Santos-Marco,12697-Tonho
1172,72,tw,Wulong,Wu-Long,Lei,11140,166.67,11140-Wulong-Wu-Long-Lei,11140-Wulong-Lei-Wu-Long,11140-Wulong
1173,73,jp,breek,Taiki,Kobayashi,11142,166.67,11142-breek-Taiki-Kobayashi,11142-breek-Kobayashi-Taiki,11142-breek
1174,74,jp,nemuke,Daigo,Ozaki,11143,166.67,11143-nemuke-Daigo-Ozaki,11143-nemuke-Ozaki-Daigo,11143-nemuke
1175,75,jp,ENZA,Senzaki,Toshikazu,11145,166.67,11145-ENZA-Senzaki-Toshikazu,11145-ENZA-Toshikazu-Senzaki,11145-ENZA
1176,76,jp,vaisravana,-,-,11146,166.67,11146-vaisravana,11146-vaisravana,11146-vaisravana
1177,77,jp,CriMsoN,-,-,11147,166.67,11147-CriMsoN,11147-CriMsoN,11147-CriMsoN
1178,78,fr,Wolf,Christophe,Laporte,1369,163.11,1369-Wolf-Christophe-Laporte,1369-Wolf-Laporte-Christophe,1369-Wolf
1179,79,cz,nExt,Ondřej,Herman,20388,162.4,20388-nExt-Ondřej-Herman,20388-nExt-Herman-Ondřej,20388-nExt
1180,80,dk,Theo,Theodor,Mikkelsen,22863,160.81,22863-Theo-Theodor-Mikkelsen,22863-Theo-Mikkelsen-Theodor,22863-Theo
1181,81,de,ImBaTosS,Adrian,Weiß,18443,158.94,18443-ImBaTosS-Adrian-Weiß,18443-ImBaTosS-Weiß-Adrian,18443-ImBaTosS
1182,82,fi,eNvious,Jere,Huumo,2302,158.52,2302-eNvious-Jere-Huumo,2302-eNvious-Huumo-Jere,2302-eNvious
1183,83,cz,Rikytan,Jan,Kusák,5207,157.46,5207-Rikytan-Jan-Kusák,5207-Rikytan-Kusák-Jan,5207-Rikytan
1184,84,pl,Dejmien,-,-,27704,155.6,27704-Dejmien,27704-Dejmien,27704-Dejmien
1185,85,ru,Elbegast,Pavel,Semenov,14139,152.01,14139-Elbegast-Pavel-Semenov,14139-Elbegast-Semenov-Pavel,14139-Elbegast
1186,86,sg,rebOrn,Arthur,Lee,17532,150.8,17532-rebOrn-Arthur-Lee,17532-rebOrn-Lee-Arthur,17532-rebOrn
1187,87,us,Kreos,Jason,Jackson,17533,150.8,17533-Kreos-Jason-Jackson,17533-Kreos-Jackson-Jason,17533-Kreos
1188,88,ca,OpTiKzErO,Karl,Angeles,2299,150.0,2299-OpTiKzErO-Karl-Angeles,2299-OpTiKzErO-Angeles-Karl,2299-OpTiKzErO
1189,89,ca,FireZerg,Sam,Prowse,2828,150.0,2828-FireZerg-Sam-Prowse,2828-FireZerg-Prowse-Sam,2828-FireZerg
1190,90,pt,ScReaM,José,Amaral,3265,150.0,3265-ScReaM-José-Amaral,3265-ScReaM-Amaral-José,3265-ScReaM
1191,91,us,MaSsan,Harry,Cheong,3740,150.0,3740-MaSsan-Harry-Cheong,3740-MaSsan-Cheong-Harry,3740-MaSsan
1192,92,ca,Nezi,-,-,4364,150.0,4364-Nezi,4364-Nezi,4364-Nezi
1193,93,ca,Dime,-,-,4365,150.0,4365-Dime,4365-Dime,4365-Dime
1194,94,ca,Fuzzy,Nick,Degtiarev,4368,150.0,4368-Fuzzy-Nick-Degtiarev,4368-Fuzzy-Degtiarev-Nick,4368-Fuzzy
1195,95,ca,Nova,-,-,4369,150.0,4369-Nova,4369-Nova,4369-Nova
1196,96,ca,Zergling,Matt,Czosnek,4370,150.0,4370-Zergling-Matt-Czosnek,4370-Zergling-Czosnek-Matt,4370-Zergling
1197,97,ca,Jakebake,Jacob,Shevloff,4371,150.0,4371-Jakebake-Jacob-Shevloff,4371-Jakebake-Shevloff-Jacob,4371-Jakebake
1198,98,ca,Chobittsu,-,-,4372,150.0,4372-Chobittsu,4372-Chobittsu,4372-Chobittsu
1199,99,us,HasHe,Yuri,Demenchukov,4398,150.0,4398-HasHe-Yuri-Demenchukov,4398-HasHe-Demenchukov-Yuri,4398-HasHe
1200,0,cn,Flower,-,-,5785,150.0,5785-Flower,5785-Flower,5785-Flower
1201,1,cn,Yuki,-,-,5786,150.0,5786-Yuki,5786-Yuki,5786-Yuki
1202,2,us,WoBWoB,-,-,6391,150.0,6391-WoBWoB,6391-WoBWoB,6391-WoBWoB
1203,3,cn,TTLK,-,-,7344,150.0,7344-TTLK,7344-TTLK,7344-TTLK
1204,4,cn,DFlong,-,-,7345,150.0,7345-DFlong,7345-DFlong,7345-DFlong
1205,5,cn,Scwawp,-,-,7347,150.0,7347-Scwawp,7347-Scwawp,7347-Scwawp
1206,6,cn,Forever,-,-,7349,150.0,7349-Forever,7349-Forever,7349-Forever
1207,7,cn,Nine,-,-,7351,150.0,7351-Nine,7351-Nine,7351-Nine
1208,8,cn,Turbo,-,-,7353,150.0,7353-Turbo,7353-Turbo,7353-Turbo
1209,9,cn,KingCN,Haonan,Xu,7354,150.0,7354-KingCN-Haonan-Xu,7354-KingCN-Xu-Haonan,7354-KingCN
1210,10,ca,Alceister,David,Huang-Fe,14809,150.0,14809-Alceister-David-Huang-Fe,14809-Alceister-Huang-Fe-David,14809-Alceister
1211,11,ca,Scrottum,-,-,31364,150.0,31364-Scrottum,31364-Scrottum,31364-Scrottum
1212,12,us,PracticeX,David,-,39096,150.0,39096-PracticeX-David,39096-PracticeX-David,39096-PracticeX
1213,13,kr,SeoHyeon,Seo-Hyeon,Park,2987,149.72,2987-SeoHyeon-Seo-Hyeon-Park,2987-SeoHyeon-Park-Seo-Hyeon,2987-SeoHyeon
1214,14,au,Legionnaire,Peter,Neate,1573,148.41,1573-Legionnaire-Peter-Neate,1573-Legionnaire-Neate-Peter,1573-Legionnaire
1215,15,au,adRo,-,-,38789,148.41,38789-adRo,38789-adRo,38789-adRo
1216,16,cn,Exia,Chi,Ma,13144,146.25,13144-Exia-Chi-Ma,13144-Exia-Ma-Chi,13144-Exia
1217,17,gb,Gamerrichy,Richard,Cox,30051,146.09,30051-Gamerrichy-Richard-Cox,30051-Gamerrichy-Cox-Richard,30051-Gamerrichy
1218,18,ua,Vasilisk,Vasiliy,Rudenko,3741,145.15,3741-Vasilisk-Vasiliy-Rudenko,3741-Vasilisk-Rudenko-Vasiliy,3741-Vasilisk
1219,19,us,Nathanias,Nathan,Fabrikant,12543,145.0,12543-Nathanias-Nathan-Fabrikant,12543-Nathanias-Fabrikant-Nathan,12543-Nathanias
1220,20,us,Rengen,-,-,25320,145.0,25320-Rengen,25320-Rengen,25320-Rengen
1221,21,se,Fade,-,-,2800,144.47,2800-Fade,2800-Fade,2800-Fade
1222,22,es,Ryo,José-Luis,Moreno-Durán,11105,142.86,11105-Ryo-José-Luis-Moreno-Durán,11105-Ryo-Moreno-Durán-José-Luis,11105-Ryo
1223,23,ch,Niroxs,Marc,Fehlmann,11451,142.86,11451-Niroxs-Marc-Fehlmann,11451-Niroxs-Fehlmann-Marc,11451-Niroxs
1224,24,pl,Matiz,Mateusz,Kowalski,27443,142.24,27443-Matiz-Mateusz-Kowalski,27443-Matiz-Kowalski-Mateusz,27443-Matiz
1225,25,nl,Dlovan,-,-,35002,140.32,35002-Dlovan,35002-Dlovan,35002-Dlovan
1226,26,ua,ALF,Aleksander,Yatsenko,14912,140.2,14912-ALF-Aleksander-Yatsenko,14912-ALF-Yatsenko-Aleksander,14912-ALF
1227,27,ca,Midday,Samuel,He,15031,140.05,15031-Midday-Samuel-He,15031-Midday-He-Samuel,15031-Midday
1228,28,cl,Kieds,-,-,3545,140.0,3545-Kieds,3545-Kieds,3545-Kieds
1229,29,za,ChaosTheory,-,-,27700,139.84,27700-ChaosTheory,27700-ChaosTheory,27700-ChaosTheory
1230,30,fr,FremAN,Antonin,Nosenzo,11421,139.29,11421-FremAN-Antonin-Nosenzo,11421-FremAN-Nosenzo-Antonin,11421-FremAN
1231,31,cz,PikA,Alexandr,Jacko,31019,139.19,31019-PikA-Alexandr-Jacko,31019-PikA-Jacko-Alexandr,31019-PikA
1232,32,ua,Hellraiser,Bogdan,Kozar,34100,136.51,34100-Hellraiser-Bogdan-Kozar,34100-Hellraiser-Kozar-Bogdan,34100-Hellraiser
1233,33,se,ZpuX,Tobias,Nilsson,1274,135.94,1274-ZpuX-Tobias-Nilsson,1274-ZpuX-Nilsson-Tobias,1274-ZpuX
1234,34,fr,Quent,Christophe,Genevois,33300,135.85,33300-Quent-Christophe-Genevois,33300-Quent-Genevois-Christophe,33300-Quent
1235,35,au,deth,Daniel,Haynes,4895,134.88,4895-deth-Daniel-Haynes,4895-deth-Haynes-Daniel,4895-deth
1236,36,de,Mardow,Sebastian,Dutsch,17979,134.33,17979-Mardow-Sebastian-Dutsch,17979-Mardow-Dutsch-Sebastian,17979-Mardow
1237,37,de,yingyang,-,-,4382,134.05,4382-yingyang,4382-yingyang,4382-yingyang
1238,38,de,And3ad,Andreas,Bajor,15470,133.68,15470-And3ad-Andreas-Bajor,15470-And3ad-Bajor-Andreas,15470-And3ad
1239,39,de,Eloids,-,-,19193,133.68,19193-Eloids,19193-Eloids,19193-Eloids
1240,40,fr,ToTo,Thomas,Leveel,8547,131.95,8547-ToTo-Thomas-Leveel,8547-ToTo-Leveel-Thomas,8547-ToTo
1241,41,it,Skorpio,Alessandro,Mortillaro,15022,131.22,15022-Skorpio-Alessandro-Mortillaro,15022-Skorpio-Mortillaro-Alessandro,15022-Skorpio
1242,42,it,Nikui,Vittorio,Di-Toro,15024,131.22,15024-Nikui-Vittorio-Di-Toro,15024-Nikui-Di-Toro-Vittorio,15024-Nikui
1243,43,it,Chucky,Alessandro,Artoni,15025,131.22,15025-Chucky-Alessandro-Artoni,15025-Chucky-Artoni-Alessandro,15025-Chucky
1244,44,de,Biphy,Jakob,Klamser,3809,130.97,3809-Biphy-Jakob-Klamser,3809-Biphy-Klamser-Jakob,3809-Biphy
1245,45,cn,xiaojue,-,-,7352,130.82,7352-xiaojue,7352-xiaojue,7352-xiaojue
1246,46,pl,KroLu,Michał,Królewski,4572,130.31,4572-KroLu-Michał-Królewski,4572-KroLu-Królewski-Michał,4572-KroLu
1247,47,de,Olajuwon,Ole,Gregarek,2348,130.3,2348-Olajuwon-Ole-Gregarek,2348-Olajuwon-Gregarek-Ole,2348-Olajuwon
1248,48,ie,tSlayer,Liam,Normoyle,12605,129.45,12605-tSlayer-Liam-Normoyle,12605-tSlayer-Normoyle-Liam,12605-tSlayer
1249,49,kr,FarmerHuan,-,-,26641,128.45,26641-FarmerHuan,26641-FarmerHuan,26641-FarmerHuan
1250,50,kr,Tikky,-,-,26642,128.45,26642-Tikky,26642-Tikky,26642-Tikky
1251,51,cn,JoCeLyN,-,-,19606,126.2,19606-JoCeLyN,19606-JoCeLyN,19606-JoCeLyN
1252,52,cn,上海人形,-,-,19609,126.2,19609-上海人形,19609-上海人形,19609-上海人形
1253,53,gb,Sabre,Andrew,Wilson,12602,125.0,12602-Sabre-Andrew-Wilson,12602-Sabre-Wilson-Andrew,12602-Sabre
1254,54,us,Integral,-,-,17467,125.0,17467-Integral,17467-Integral,17467-Integral
1255,55,us,Darrenc,-,-,17468,125.0,17468-Darrenc,17468-Darrenc,17468-Darrenc
1256,56,us,Dolan,Paul,Dolan,35280,125.0,35280-Dolan-Paul-Dolan,35280-Dolan-Dolan-Paul,35280-Dolan
1257,57,kr,Pro7ecT,Jae-Gon,Kim,4870,124.59,4870-Pro7ecT-Jae-Gon-Kim,4870-Pro7ecT-Kim-Jae-Gon,4870-Pro7ecT
1258,58,dk,Storm,Morten,Storm,11018,123.57,11018-Storm-Morten-Storm,11018-Storm-Storm-Morten,11018-Storm
1259,59,za,ReaVeR,-,-,27705,121.43,27705-ReaVeR,27705-ReaVeR,27705-ReaVeR
1260,60,gb,MythiC,-,-,31017,120.63,31017-MythiC,31017-MythiC,31017-MythiC
1261,61,dk,Thorminator,Thor,Bagge,8666,118.09,8666-Thorminator-Thor-Bagge,8666-Thorminator-Bagge-Thor,8666-Thorminator
1262,62,au,yang,Mark,Richardson,7327,117.3,7327-yang-Mark-Richardson,7327-yang-Richardson-Mark,7327-yang
1263,63,ca,HuShang,Devon,Prefontaine,17538,116.59,17538-HuShang-Devon-Prefontaine,17538-HuShang-Prefontaine-Devon,17538-HuShang
1264,64,cn,安南秀,-,-,12018,114.06,12018-安南秀,12018-安南秀,12018-安南秀
1265,65,ru,Vanya,-,-,40364,113.15,40364-Vanya,40364-Vanya,40364-Vanya
1266,66,fi,VOrE,Voitto,Häkkinen,39350,111.96,39350-VOrE-Voitto-Häkkinen,39350-VOrE-Häkkinen-Voitto,39350-VOrE
1267,67,tw,Calm,-,-,21942,110.1,21942-Calm,21942-Calm,21942-Calm
1268,68,cn,Manta,Keyin,Tang,26643,110.1,26643-Manta-Keyin-Tang,26643-Manta-Tang-Keyin,26643-Manta
1269,69,cn,Arrogance,Zirui,Zhang,26644,110.1,26644-Arrogance-Zirui-Zhang,26644-Arrogance-Zhang-Zirui,26644-Arrogance
1270,70,cn,悲丶歌,-,-,26645,110.1,26645-悲丶歌,26645-悲丶歌,26645-悲丶歌
1271,71,fr,SoulSpirit,Alexy,Duviler,31248,108.7,31248-SoulSpirit-Alexy-Duviler,31248-SoulSpirit-Duviler-Alexy,31248-SoulSpirit
1272,72,ru,DeathMask,Dmitry,Filippov,17905,108.17,17905-DeathMask-Dmitry-Filippov,17905-DeathMask-Filippov-Dmitry,17905-DeathMask
1273,73,ru,inNirvana,Marat,Faridov,14118,107.79,14118-inNirvana-Marat-Faridov,14118-inNirvana-Faridov-Marat,14118-inNirvana
1274,74,us,Jowj,Josiah,Ledbetter,7338,107.66,7338-Jowj-Josiah-Ledbetter,7338-Jowj-Ledbetter-Josiah,7338-Jowj
1275,75,ca,NuBrGNi,John,Victor-Kim,7340,107.66,7340-NuBrGNi-John-Victor-Kim,7340-NuBrGNi-Victor-Kim-John,7340-NuBrGNi
1276,76,us,Koshkii,-,-,27031,106.74,27031-Koshkii,27031-Koshkii,27031-Koshkii
1277,77,cz,ReiToR,Ondrej,Svojše,19512,102.25,19512-ReiToR-Ondrej-Svojše,19512-ReiToR-Svojše-Ondrej,19512-ReiToR
1278,78,cz,Blackbird,Matěj,Šimáček,19513,102.25,19513-Blackbird-Matěj-Šimáček,19513-Blackbird-Šimáček-Matěj,19513-Blackbird
1279,79,za,Nibby,-,-,27702,101.81,27702-Nibby,27702-Nibby,27702-Nibby
1280,80,us,Sterling,Sterling,Kolde,1289,100.0,1289-Sterling-Sterling-Kolde,1289-Sterling-Kolde-Sterling,1289-Sterling
1281,81,kr,PeGaSuS,Min-Woo,Ahn,1290,100.0,1290-PeGaSuS-Min-Woo-Ahn,1290-PeGaSuS-Ahn-Min-Woo,1290-PeGaSuS
1282,82,ua,Sonik,Ilya,Malysh,1825,100.0,1825-Sonik-Ilya-Malysh,1825-Sonik-Malysh-Ilya,1825-Sonik
1283,83,ca,Mihai,Mihai,Avrigeanu,2298,100.0,2298-Mihai-Mihai-Avrigeanu,2298-Mihai-Avrigeanu-Mihai,2298-Mihai
1284,84,us,xDooxP,Ho-Won,Cheng,2785,100.0,2785-xDooxP-Ho-Won-Cheng,2785-xDooxP-Cheng-Ho-Won,2785-xDooxP
1285,85,us,Mewtwo,-,-,2988,100.0,2988-Mewtwo,2988-Mewtwo,2988-Mewtwo
1286,86,us,Boyo,Tim,Braren,6307,100.0,6307-Boyo-Tim-Braren,6307-Boyo-Braren-Tim,6307-Boyo
1287,87,us,Bubbles,Christopher,Guzman,6379,100.0,6379-Bubbles-Christopher-Guzman,6379-Bubbles-Guzman-Christopher,6379-Bubbles
1288,88,us,RemarK,Matthew,Kramer,6393,100.0,6393-RemarK-Matthew-Kramer,6393-RemarK-Kramer-Matthew,6393-RemarK
1289,89,us,Ender,-,-,6395,100.0,6395-Ender,6395-Ender,6395-Ender
1290,90,sg,BlackStar,-,-,7288,100.0,7288-BlackStar,7288-BlackStar,7288-BlackStar
1291,91,sg,Veno,Samuel,Sng,7291,100.0,7291-Veno-Samuel-Sng,7291-Veno-Sng-Samuel,7291-Veno
1292,92,kr,UngNim,Jae-Hyeon,Shim,11449,100.0,11449-UngNim-Jae-Hyeon-Shim,11449-UngNim-Shim-Jae-Hyeon,11449-UngNim
1293,93,ca,DeathEnD,Martin,Roberge,11450,100.0,11450-DeathEnD-Martin-Roberge,11450-DeathEnD-Roberge-Martin,11450-DeathEnD
1294,94,ru,Granath,-,-,14115,100.0,14115-Granath,14115-Granath,14115-Granath
1295,95,us,Lucky,Daniel,Elmblad,25699,100.0,25699-Lucky-Daniel-Elmblad,25699-Lucky-Elmblad-Daniel,25699-Lucky
1296,96,us,printf,Dylan,Ramsay,31365,100.0,31365-printf-Dylan-Ramsay,31365-printf-Ramsay-Dylan,31365-printf
1297,97,de,Lefy,Stefan,Voßen,18621,98.01,18621-Lefy-Stefan-Voßen,18621-Lefy-Voßen-Stefan,18621-Lefy
1298,98,cn,lichqueen,-,-,19596,98.01,19596-lichqueen,19596-lichqueen,19596-lichqueen
1299,99,cn,How,-,-,27530,98.01,27530-How,27530-How,27530-How
1300,0,ru,Totovich,-,-,4869,97.95,4869-Totovich,4869-Totovich,4869-Totovich
1301,1,cn,Homura,Xiaozhi,Zheng,12014,97.93,12014-Homura-Xiaozhi-Zheng,12014-Homura-Zheng-Xiaozhi,12014-Homura
1302,2,cn,庭哥,-,-,12016,97.93,12016-庭哥,12016-庭哥,12016-庭哥
1303,3,jp,Grinkers,-,-,8043,97.84,8043-Grinkers,8043-Grinkers,8043-Grinkers
1304,4,de,nukular,Dominik,Keppner,4900,97.58,4900-nukular-Dominik-Keppner,4900-nukular-Keppner-Dominik,4900-nukular
1305,5,ru,MaXJKE,-,-,4867,96.85,4867-MaXJKE,4867-MaXJKE,4867-MaXJKE
1306,6,cn,mickey,-,-,14543,96.25,14543-mickey,14543-mickey,14543-mickey
1307,7,dk,WPz,Emil,Worsøe,32820,95.84,32820-WPz-Emil-Worsøe,32820-WPz-Worsøe-Emil,32820-WPz
1308,8,us,Caliber,Patrick,Coury,10317,95.0,10317-Caliber-Patrick-Coury,10317-Caliber-Coury-Patrick,10317-Caliber
1309,9,us,Epic,Alex,Damain,27259,95.0,27259-Epic-Alex-Damain,27259-Epic-Damain-Alex,27259-Epic
1310,10,ar,Pato,Patricio,Borghi,4342,94.68,4342-Pato-Patricio-Borghi,4342-Pato-Borghi-Patricio,4342-Pato
1311,11,us,EndOfLine,Erik,Faden,23217,92.86,23217-EndOfLine-Erik-Faden,23217-EndOfLine-Faden-Erik,23217-EndOfLine
1312,12,hr,goblin,Leon,Vrhovec,39718,92.5,39718-goblin-Leon-Vrhovec,39718-goblin-Vrhovec-Leon,39718-goblin
1313,13,fr,Gartok,-,-,8548,92.37,8548-Gartok,8548-Gartok,8548-Gartok
1314,14,au,Rize,Jessie,Byrne,27071,92.06,27071-Rize-Jessie-Byrne,27071-Rize-Byrne-Jessie,27071-Rize
1315,15,us,LzGaMeR,Jacob,Winstead,6382,91.43,6382-LzGaMeR-Jacob-Winstead,6382-LzGaMeR-Winstead-Jacob,6382-LzGaMeR
1316,16,kr,RyoO,Ryoo,Tae-Hyung,11134,90.91,11134-RyoO-Ryoo-Tae-Hyung,11134-RyoO-Tae-Hyung-Ryoo,11134-RyoO
1317,17,ca,UnCrissDeQc,-,-,8391,90.4,8391-UnCrissDeQc,8391-UnCrissDeQc,8391-UnCrissDeQc
1318,18,ca,KoreanAir,-,-,8392,90.4,8392-KoreanAir,8392-KoreanAir,8392-KoreanAir
