,Unnamed: 0,CountryCode,CurrentHandle,NameFirst,NameLast,PlayerId,TotalUSDPrize,Key,KL,kh
914,14,us,CauthonLuck,Rori,Bryant-Raible,1163,350.0,1163-CauthonLuck-Rori-Bryant-Raible,1163-CauthonLuck-Bryant-Raible-Rori,1163-CauthonLuck
915,15,de,Mondragon,Christoph,Semke,1269,350.0,1269-Mondragon-Christoph-Semke,1269-Mondragon-Semke-Christoph,1269-Mondragon
916,16,us,Spades,Brian,Francis,2313,350.0,2313-Spades-Brian-Francis,2313-Spades-Francis-Brian,2313-Spades
917,17,nz,Stallion,Thomas,Sturman,4356,350.0,4356-Stallion-Thomas-Sturman,4356-Stallion-Sturman-Thomas,4356-Stallion
918,18,kr,trOt,Sung-Jin,Park,6181,350.0,6181-trOt-Sung-Jin-Park,6181-trOt-Park-Sung-Jin,6181-trOt
919,19,br,WM,-,-,6182,350.0,6182-WM,6182-WM,6182-WM
920,20,cn,WP,Peng,Wang,27527,343.48,27527-WP-Peng-Wang,27527-WP-Wang-Peng,27527-WP
921,21,bg,MetHiX,-,-,22472,342.11,22472-MetHiX,22472-MetHiX,22472-MetHiX
922,22,kr,GGanDoL,Dong-Min,Lee,2747,342.09,2747-GGanDoL-Dong-Min-Lee,2747-GGanDoL-Lee-Dong-Min,2747-GGanDoL
923,23,gb,Revolution,Matthew,Duff,22268,339.54,22268-Revolution-Matthew-Duff,22268-Revolution-Duff-Matthew,22268-Revolution
924,24,fr,hinO,Robin,Carrière,29871,338.8,29871-hinO-Robin-Carrière,29871-hinO-Carrière-Robin,29871-hinO
925,25,cz,Harpner,Tomáš,Bruštík,11016,334.7,11016-Harpner-Tomáš-Bruštík,11016-Harpner-Bruštík-Tomáš,11016-Harpner
926,26,no,Kolbein,-,-,6771,333.05,6771-Kolbein,6771-Kolbein,6771-Kolbein
927,27,gb,Stone,-,-,4380,331.51,4380-Stone,4380-Stone,4380-Stone
928,28,tw,FunNv,Jen-Hung,Wang,8600,331.04,8600-FunNv-Jen-Hung-Wang,8600-FunNv-Wang-Jen-Hung,8600-FunNv
929,29,tw,Mamba,Lien-Cheng,Hung,31020,331.04,31020-Mamba-Lien-Cheng-Hung,31020-Mamba-Hung-Lien-Cheng,31020-Mamba
930,30,it,Diord,Lucio,Rossi,15021,328.05,15021-Diord-Lucio-Rossi,15021-Diord-Rossi-Lucio,15021-Diord
931,31,de,KnowMe,Steffen,Fritzemeier,4383,326.51,4383-KnowMe-Steffen-Fritzemeier,4383-KnowMe-Fritzemeier-Steffen,4383-KnowMe
932,32,de,Nimitz,-,-,3516,325.81,3516-Nimitz,3516-Nimitz,3516-Nimitz
933,33,us,iNkA,Kelby,Williams,2310,325.0,2310-iNkA-Kelby-Williams,2310-iNkA-Williams-Kelby,2310-iNkA
934,34,us,AuRora,Alysa,Goose,2328,325.0,2328-AuRora-Alysa-Goose,2328-AuRora-Goose-Alysa,2328-AuRora
935,35,gb,Moomin,Chloe,Chippindale,4375,325.0,4375-Moomin-Chloe-Chippindale,4375-Moomin-Chippindale-Chloe,4375-Moomin
936,36,es,GranPkt,Fran,Núñez,4397,323.65,4397-GranPkt-Fran-Núñez,4397-GranPkt-Núñez-Fran,4397-GranPkt
937,37,ca,Rifkin,Graham,Rogers,19007,323.0,19007-Rifkin-Graham-Rogers,19007-Rifkin-Rogers-Graham,19007-Rifkin
938,38,us,ZombieGrub,Jessica,Chernega,19008,323.0,19008-ZombieGrub-Jessica-Chernega,19008-ZombieGrub-Chernega-Jessica,19008-ZombieGrub
939,39,cn,TMR,-,-,18105,322.52,18105-TMR,18105-TMR,18105-TMR
940,40,kr,Spunky,Kyu-Hoon,Hwang,1650,322.51,1650-Spunky-Kyu-Hoon-Hwang,1650-Spunky-Hwang-Kyu-Hoon,1650-Spunky
941,41,tw,Husky,-,-,14969,321.45,14969-Husky,14969-Husky,14969-Husky
942,42,au,Livibee,Olivia,Seeto,5099,320.61,5099-Livibee-Olivia-Seeto,5099-Livibee-Seeto-Olivia,5099-Livibee
943,43,ru,TheWeakness,Aleksandr,Obolonskiy,25685,313.9,25685-TheWeakness-Aleksandr-Obolonskiy,25685-TheWeakness-Obolonskiy-Aleksandr,25685-TheWeakness
944,44,kr,Hunter,Jin-Ho,Kang,11419,312.51,11419-Hunter-Jin-Ho-Kang,11419-Hunter-Kang-Jin-Ho,11419-Hunter
945,45,tw,Ares,-,-,30365,310.49,30365-Ares,30365-Ares,30365-Ares
946,46,cn,Nuclear,-,-,7348,310.41,7348-Nuclear,7348-Nuclear,7348-Nuclear
947,47,kr,KySarr,Kang,Tai-Hoon,10968,309.25,10968-KySarr-Kang-Tai-Hoon,10968-KySarr-Tai-Hoon-Kang,10968-KySarr
948,48,kr,Tible,Kwon,Hyuk-Jae,10970,309.25,10970-Tible-Kwon-Hyuk-Jae,10970-Tible-Hyuk-Jae-Kwon,10970-Tible
949,49,za,Stripe,-,-,27708,308.37,27708-Stripe,27708-Stripe,27708-Stripe
950,50,fi,Minkie,Riku,Kaartoaho,5515,307.88,5515-Minkie-Riku-Kaartoaho,5515-Minkie-Kaartoaho-Riku,5515-Minkie
951,51,cn,expertX,-,-,26805,307.22,26805-expertX,26805-expertX,26805-expertX
952,52,cn,CancerMA,-,-,36033,303.8,36033-CancerMA,36033-CancerMA,36033-CancerMA
953,53,cn,小坚强,-,-,36034,303.8,36034-小坚强,36034-小坚强,36034-小坚强
954,54,cn,高冷小傲娇,-,-,36035,303.8,36035-高冷小傲娇,36035-高冷小傲娇,36035-高冷小傲娇
955,55,de,KiToO,Andre,Duwe,10306,303.28,10306-KiToO-Andre-Duwe,10306-KiToO-Duwe-Andre,10306-KiToO
956,56,us,Playa,-,-,25313,303.0,25313-Playa,25313-Playa,25313-Playa
957,57,br,AbuZerG,-,-,4341,300.0,4341-AbuZerG,4341-AbuZerG,4341-AbuZerG
958,58,kr,Venus,Gi-Woong,Park,7332,300.0,7332-Venus-Gi-Woong-Park,7332-Venus-Park-Gi-Woong,7332-Venus
959,59,tw,虐菜達人,-,-,27115,297.7,27115-虐菜達人,27115-虐菜達人,27115-虐菜達人
960,60,es,EviLiS,David,Rodríguez,4394,296.57,4394-EviLiS-David-Rodríguez,4394-EviLiS-Rodríguez-David,4394-EviLiS
961,61,no,HeltEn,Torbjørn,Næristorp,28472,294.32,28472-HeltEn-Torbjørn-Næristorp,28472-HeltEn-Næristorp-Torbjørn,28472-HeltEn
962,62,kr,FreeDom,Yong-Seok,Jang,1358,292.76,1358-FreeDom-Yong-Seok-Jang,1358-FreeDom-Jang-Yong-Seok,1358-FreeDom
963,63,ch,WuLvEraTe,Andreas,Brunner,2322,288.0,2322-WuLvEraTe-Andreas-Brunner,2322-WuLvEraTe-Brunner-Andreas,2322-WuLvEraTe
964,64,fi,Fireflyhugs,Aapo,Maijanen,5516,287.87,5516-Fireflyhugs-Aapo-Maijanen,5516-Fireflyhugs-Maijanen-Aapo,5516-Fireflyhugs
965,65,ua,Underdark,Alexandr,Golik,3745,286.35,3745-Underdark-Alexandr-Golik,3745-Underdark-Golik-Alexandr,3745-Underdark
966,66,de,Honor,Niklas,Behrens,7367,285.79,7367-Honor-Niklas-Behrens,7367-Honor-Behrens-Niklas,7367-Honor
967,67,kr,NaYa,Chan-Joong,Kim,1689,284.7,1689-NaYa-Chan-Joong-Kim,1689-NaYa-Kim-Chan-Joong,1689-NaYa
968,68,gb,TeebuL,Haseeb,Ishaq,25094,284.14,25094-TeebuL-Haseeb-Ishaq,25094-TeebuL-Ishaq-Haseeb,25094-TeebuL
969,69,fr,Origine,Thomas,Aufresne,6305,283.85,6305-Origine-Thomas-Aufresne,6305-Origine-Aufresne-Thomas,6305-Origine
970,70,jp,Vaisravana,-,-,8042,283.59,8042-Vaisravana,8042-Vaisravana,8042-Vaisravana
971,71,cz,DeViL,Ondřej,Balušek,11021,283.08,11021-DeViL-Ondřej-Balušek,11021-DeViL-Balušek-Ondřej,11021-DeViL
972,72,sg,Lobo,Alvin,Toh,7293,282.36,7293-Lobo-Alvin-Toh,7293-Lobo-Toh-Alvin,7293-Lobo
973,73,gr,TheMista,Themistoklis,Bonidis,14143,281.71,14143-TheMista-Themistoklis-Bonidis,14143-TheMista-Bonidis-Themistoklis,14143-TheMista
974,74,us,Future,Richard,Almand,10386,275.0,10386-Future-Richard-Almand,10386-Future-Almand-Richard,10386-Future
975,75,us,Geeden,-,-,10396,275.0,10396-Geeden,10396-Geeden,10396-Geeden
976,76,fr,hG,Mateusz,Pietrzak,6304,273.45,6304-hG-Mateusz-Pietrzak,6304-hG-Pietrzak-Mateusz,6304-hG
977,77,sk,Ladabaz,Matej,Zabadal,5210,271.03,5210-Ladabaz-Matej-Zabadal,5210-Ladabaz-Zabadal-Matej,5210-Ladabaz
978,78,gb,RazerBlader,Raza,Sekha,4377,269.46,4377-RazerBlader-Raza-Sekha,4377-RazerBlader-Sekha-Raza,4377-RazerBlader
979,79,kr,MadBull,Shin,Ki-Hoon,10969,267.58,10969-MadBull-Shin-Ki-Hoon,10969-MadBull-Ki-Hoon-Shin,10969-MadBull
980,80,de,Primelot,Philipp,Fuhrmann,10305,267.36,10305-Primelot-Philipp-Fuhrmann,10305-Primelot-Fuhrmann-Philipp,10305-Primelot
981,81,it,Exehn,Riccardo,Malossi,15023,266.1,15023-Exehn-Riccardo-Malossi,15023-Exehn-Malossi-Riccardo,15023-Exehn
982,82,kr,Apple,Jae-Geun,Oh,1674,265.95,1674-Apple-Jae-Geun-Oh,1674-Apple-Oh-Jae-Geun,1674-Apple
983,83,kr,KYumer,In-Kyu,Choi,1675,265.95,1675-KYumer-In-Kyu-Choi,1675-KYumer-Choi-In-Kyu,1675-KYumer
984,84,kr,Flint,Byung-Joon,Kim,1676,265.95,1676-Flint-Byung-Joon-Kim,1676-Flint-Kim-Byung-Joon,1676-Flint
985,85,kr,Garnet,Kyung-Hwan,Min,1677,265.95,1677-Garnet-Kyung-Hwan-Min,1677-Garnet-Min-Kyung-Hwan,1677-Garnet
986,86,kr,Happiness,Hee-Doo,Hwang,1679,265.95,1679-Happiness-Hee-Doo-Hwang,1679-Happiness-Hwang-Hee-Doo,1679-Happiness
987,87,kr,Cargo,Kyung-Joon,Cho,1680,265.95,1680-Cargo-Kyung-Joon-Cho,1680-Cargo-Cho-Kyung-Joon,1680-Cargo
988,88,kr,Chief,Jin-Se,Kong,1681,265.95,1681-Chief-Jin-Se-Kong,1681-Chief-Kong-Jin-Se,1681-Chief
989,89,kr,ChickenCombo,Hyun-Soo,Ju,1682,265.95,1682-ChickenCombo-Hyun-Soo-Ju,1682-ChickenCombo-Ju-Hyun-Soo,1682-ChickenCombo
990,90,kr,Mentalist,Chung-In,Kim,2557,265.91,2557-Mentalist-Chung-In-Kim,2557-Mentalist-Kim-Chung-In,2557-Mentalist
991,91,es,Botvinnik,Gabino-Luis,Lazo,17906,265.78,17906-Botvinnik-Gabino-Luis-Lazo,17906-Botvinnik-Lazo-Gabino-Luis,17906-Botvinnik
992,92,kr,FoCuS,Hyo-Sub,Eom,1590,265.46,1590-FoCuS-Hyo-Sub-Eom,1590-FoCuS-Eom-Hyo-Sub,1590-FoCuS
993,93,kr,Acupuncture,Tae-Hoon,Ji,1648,265.46,1648-Acupuncture-Tae-Hoon-Ji,1648-Acupuncture-Ji-Tae-Hoon,1648-Acupuncture
994,94,kr,BrEEzE,Young-Min,Baek,1649,265.46,1649-BrEEzE-Young-Min-Baek,1649-BrEEzE-Baek-Young-Min,1649-BrEEzE
995,95,kr,RenieHouR,Jung-Hwan,Lee,1651,265.46,1651-RenieHouR-Jung-Hwan-Lee,1651-RenieHouR-Lee-Jung-Hwan,1651-RenieHouR
996,96,kr,Aory,Joon-Young,Byun,1652,265.46,1652-Aory-Joon-Young-Byun,1652-Aory-Byun-Joon-Young,1652-Aory
997,97,kr,Xian,Sang-Taek,Oh,1653,265.46,1653-Xian-Sang-Taek-Oh,1653-Xian-Oh-Sang-Taek,1653-Xian
998,98,kr,Wind,Jin-Seok,Choi,1654,265.46,1654-Wind-Jin-Seok-Choi,1654-Wind-Choi-Jin-Seok,1654-Wind
999,99,kr,Cella,Seung-Pyo,Hong,1655,265.46,1655-Cella-Seung-Pyo-Hong,1655-Cella-Hong-Seung-Pyo,1655-Cella
1000,0,us,TorcH,Trevor,Housten,1656,265.46,1656-TorcH-Trevor-Housten,1656-TorcH-Housten-Trevor,1656-TorcH
1001,1,kr,SengKun,Tae-Kyun,Kim,1657,265.46,1657-SengKun-Tae-Kyun-Kim,1657-SengKun-Kim-Tae-Kyun,1657-SengKun
1002,2,kr,Chipmunk,Won-Wi,Hong,1658,265.46,1658-Chipmunk-Won-Wi-Hong,1658-Chipmunk-Hong-Won-Wi,1658-Chipmunk
1003,3,kr,Dos,Yeong-Kyu,Park,1659,265.46,1659-Dos-Yeong-Kyu-Park,1659-Dos-Park-Yeong-Kyu,1659-Dos
1004,4,kr,jjonga,Jong-Hwa,Kim,1660,265.46,1660-jjonga-Jong-Hwa-Kim,1660-jjonga-Kim-Jong-Hwa,1660-jjonga
1005,5,kr,New,In-Jang,Bo,1662,265.46,1662-New-In-Jang-Bo,1662-New-Bo-In-Jang,1662-New
1006,6,kr,Hansin,Sang-Hyun,Kim,1664,265.46,1664-Hansin-Sang-Hyun-Kim,1664-Hansin-Kim-Sang-Hyun,1664-Hansin
1007,7,kr,Ssoja,Woong-Jin,Park,1666,265.46,1666-Ssoja-Woong-Jin-Park,1666-Ssoja-Park-Woong-Jin,1666-Ssoja
1008,8,kr,Sopia,Min-Kyu,Park,1667,265.46,1667-Sopia-Min-Kyu-Park,1667-Sopia-Park-Min-Kyu,1667-Sopia
1009,9,kr,Myth,Sung-Yeon,Kim,1669,265.46,1669-Myth-Sung-Yeon-Kim,1669-Myth-Kim-Sung-Yeon,1669-Myth
1010,10,my,Cobo,Hua-Tan,Soon,7304,263.28,7304-Cobo-Hua-Tan-Soon,7304-Cobo-Soon-Hua-Tan,7304-Cobo
1011,11,fr,RouaF,-,-,6303,263.07,6303-RouaF,6303-RouaF,6303-RouaF
1012,12,kr,TanDongHo,Dong-Ho,Tan,2412,261.27,2412-TanDongHo-Dong-Ho-Tan,2412-TanDongHo-Tan-Dong-Ho,2412-TanDongHo
1013,13,kr,Flower,Kwang-Sup,Kim,10975,261.03,10975-Flower-Kwang-Sup-Kim,10975-Flower-Kim-Kwang-Sup,10975-Flower
1014,14,se,FuRy,Sebastian,Pesic,1331,260.0,1331-FuRy-Sebastian-Pesic,1331-FuRy-Pesic-Sebastian,1331-FuRy
1015,15,kr,Lots,Sung-Hoon,Yoon,1684,259.7,1684-Lots-Sung-Hoon-Yoon,1684-Lots-Yoon-Sung-Hoon,1684-Lots
1016,16,kr,DreamizEr,Sang-Yong,Lee,1685,259.7,1685-DreamizEr-Sang-Yong-Lee,1685-DreamizEr-Lee-Sang-Yong,1685-DreamizEr
1017,17,kr,Libero,Tae-In,Kim,1686,259.7,1686-Libero-Tae-In-Kim,1686-Libero-Kim-Tae-In,1686-Libero
1018,18,kr,Tosyad,Joong-Wook,Woon,1687,259.7,1687-Tosyad-Joong-Wook-Woon,1687-Tosyad-Woon-Joong-Wook,1687-Tosyad
1019,19,kr,Drug,Jin-Yung,Kwun,1690,259.7,1690-Drug-Jin-Yung-Kwun,1690-Drug-Kwun-Jin-Yung,1690-Drug
1020,20,kr,Choa,Jae-Yong,Shim,1691,259.7,1691-Choa-Jae-Yong-Shim,1691-Choa-Shim-Jae-Yong,1691-Choa
1021,21,cn,Karl,-,-,12005,259.46,12005-Karl,12005-Karl,12005-Karl
1022,22,cn,老北京五开哥,-,-,12017,259.46,12017-老北京五开哥,12017-老北京五开哥,12017-老北京五开哥
1023,23,kr,TANGTANG,Dong-Jin,Kim,17334,258.33,17334-TANGTANG-Dong-Jin-Kim,17334-TANGTANG-Kim-Dong-Jin,17334-TANGTANG
1024,24,cz,h34D_hUnT3R,Vojtěch,Veselý,20402,258.08,20402-h34D_hUnT3R-Vojtěch-Veselý,20402-h34D_hUnT3R-Veselý-Vojtěch,20402-h34D_hUnT3R
1025,25,no,Metalon,Simen,Li-Løkaas,7390,257.76,7390-Metalon-Simen-Li-Løkaas,7390-Metalon-Li-Løkaas-Simen,7390-Metalon
1026,26,cn,CaptainAM,Xuyu,Hu,26637,256.9,26637-CaptainAM-Xuyu-Hu,26637-CaptainAM-Hu-Xuyu,26637-CaptainAM
1027,27,pl,cHoBo,Mateusz,Krawcyk,3746,252.87,3746-cHoBo-Mateusz-Krawcyk,3746-cHoBo-Krawcyk-Mateusz,3746-cHoBo
1028,28,it,oRioN,Lorenzo,Cortesi,2622,250.0,2622-oRioN-Lorenzo-Cortesi,2622-oRioN-Cortesi-Lorenzo,2622-oRioN
1029,29,us,Skillet,Jonathan,Stiefel,2784,250.0,2784-Skillet-Jonathan-Stiefel,2784-Skillet-Stiefel-Jonathan,2784-Skillet
1030,30,gb,DeMoN,Sam,Green,4376,250.0,4376-DeMoN-Sam-Green,4376-DeMoN-Green-Sam,4376-DeMoN
1031,31,gb,Reno,Kishan,Mistry,4378,250.0,4378-Reno-Kishan-Mistry,4378-Reno-Mistry-Kishan,4378-Reno
1032,32,gb,HighGaiN,-,-,4379,250.0,4379-HighGaiN,4379-HighGaiN,4379-HighGaiN
1033,33,fr,SyDe,William,Rochet,6711,250.0,6711-SyDe-William-Rochet,6711-SyDe-Rochet-William,6711-SyDe
1034,34,sg,Sweet,-,-,7296,250.0,7296-Sweet,7296-Sweet,7296-Sweet
1035,35,fr,PuSh,Joni,Mustafaj,7378,250.0,7378-PuSh-Joni-Mustafaj,7378-PuSh-Mustafaj-Joni,7378-PuSh
1036,36,ru,Creed,Andrey,Romanov,7382,250.0,7382-Creed-Andrey-Romanov,7382-Creed-Romanov-Andrey,7382-Creed
1037,37,se,Znow,Victor,Armblad,7384,250.0,7384-Znow-Victor-Armblad,7384-Znow-Armblad-Victor,7384-Znow
1038,38,es,eXeCuToR,Roberto,Mascarenhas,11130,250.0,11130-eXeCuToR-Roberto-Mascarenhas,11130-eXeCuToR-Mascarenhas-Roberto,11130-eXeCuToR
1039,39,us,brent,Brent,McNatt,12260,250.0,12260-brent-Brent-McNatt,12260-brent-McNatt-Brent,12260-brent
1040,40,us,AprilTerran,Travis,Yang,19006,250.0,19006-AprilTerran-Travis-Yang,19006-AprilTerran-Yang-Travis,19006-AprilTerran
1041,41,ca,PowerRussia,-,-,19009,250.0,19009-PowerRussia,19009-PowerRussia,19009-PowerRussia
1042,42,ca,Draco,-,-,19010,250.0,19010-Draco,19010-Draco,19010-Draco
1043,43,us,Domorin,Cody,Lutzel,36596,250.0,36596-Domorin-Cody-Lutzel,36596-Domorin-Lutzel-Cody,36596-Domorin
1044,44,pl,Jade,Mikołaj,Andrzejak,11448,249.17,11448-Jade-Mikołaj-Andrzejak,11448-Jade-Andrzejak-Mikołaj,11448-Jade
1045,45,gb,Jamesykins,James,Bartlett-House,11234,248.11,11234-Jamesykins-James-Bartlett-House,11234-Jamesykins-Bartlett-House-James,11234-Jamesykins
1046,46,kz,MasterOK,Azamat,Turganbayev,1321,247.76,1321-MasterOK-Azamat-Turganbayev,1321-MasterOK-Turganbayev-Azamat,1321-MasterOK
1047,47,se,Jimpo,Jimmy,Wölfinger,1281,247.11,1281-Jimpo-Jimmy-Wölfinger,1281-Jimpo-Wölfinger-Jimmy,1281-Jimpo
1048,48,de,TcUltimate,Janik,Klawitter,20011,246.83,20011-TcUltimate-Janik-Klawitter,20011-TcUltimate-Klawitter-Janik,20011-TcUltimate
1049,49,us,Agh,Josh,Bland,1169,245.0,1169-Agh-Josh-Bland,1169-Agh-Bland-Josh,1169-Agh
1050,50,cn,Blue,-,-,26979,244.0,26979-Blue,26979-Blue,26979-Blue
1051,51,no,Adrian,Adrian,Søreide,20124,241.64,20124-Adrian-Adrian-Søreide,20124-Adrian-Søreide-Adrian,20124-Adrian
1052,52,ca,Imagine,Mark,Leonardo,2829,241.59,2829-Imagine-Mark-Leonardo,2829-Imagine-Leonardo-Mark,2829-Imagine
1053,53,be,Makouni,Corentin,Lacroix,2627,240.0,2627-Makouni-Corentin-Lacroix,2627-Makouni-Lacroix-Corentin,2627-Makouni
1054,54,ua,UkraineStar,Igor,Kobylyansky,3019,240.0,3019-UkraineStar-Igor-Kobylyansky,3019-UkraineStar-Kobylyansky-Igor,3019-UkraineStar
1055,55,kr,SoN,Lee,Sang-Kun,11010,240.0,11010-SoN-Lee-Sang-Kun,11010-SoN-Sang-Kun-Lee,11010-SoN
1056,56,gb,Rotcod,Jake,Forsey,6675,239.52,6675-Rotcod-Jake-Forsey,6675-Rotcod-Forsey-Jake,6675-Rotcod
1057,57,kr,Shadow,Erik,Kim,2745,235.0,2745-Shadow-Erik-Kim,2745-Shadow-Kim-Erik,2745-Shadow
1058,58,us,Deezer,Manuel,Germain,1838,233.75,1838-Deezer-Manuel-Germain,1838-Deezer-Germain-Manuel,1838-Deezer
1059,59,ru,LaZ,-,-,3515,233.1,3515-LaZ,3515-LaZ,3515-LaZ
1060,60,my,Timber,Ho,Julian,7309,231.64,7309-Timber-Ho-Julian,7309-Timber-Julian-Ho,7309-Timber
1061,61,gb,Fenner,Daniel,Fenner,14548,229.92,14548-Fenner-Daniel-Fenner,14548-Fenner-Fenner-Daniel,14548-Fenner
1062,62,cn,菊花向阳粪冲天,-,-,31492,229.62,31492-菊花向阳粪冲天,31492-菊花向阳粪冲天,31492-菊花向阳粪冲天
1063,63,cn,XiaoC,-,-,31493,229.05,31493-XiaoC,31493-XiaoC,31493-XiaoC
1064,64,cn,无限大的梦想背后,-,-,31497,229.05,31497-无限大的梦想背后,31497-无限大的梦想背后,31497-无限大的梦想背后
1065,65,cn,Byhnewbee,-,-,31490,228.6,31490-Byhnewbee,31490-Byhnewbee,31490-Byhnewbee
1066,66,cn,Lieben,-,-,31499,228.6,31499-Lieben,31499-Lieben,31499-Lieben
1067,67,cn,科技大学宿舍没网,-,-,31491,228.48,31491-科技大学宿舍没网,31491-科技大学宿舍没网,31491-科技大学宿舍没网
1068,68,fr,Kamikaze,Lucas,Dupouy,7394,228.13,7394-Kamikaze-Lucas-Dupouy,7394-Kamikaze-Dupouy-Lucas,7394-Kamikaze
1069,69,au,Law,Lawrence,Ho,22090,226.95,22090-Law-Lawrence-Ho,22090-Law-Ho-Lawrence,22090-Law
1070,70,de,DasDuelon,Dylan,Schlagregen,4899,226.55,4899-DasDuelon-Dylan-Schlagregen,4899-DasDuelon-Schlagregen-Dylan,4899-DasDuelon
1071,71,cn,Psmoonsun,-,-,31495,226.54,31495-Psmoonsun,31495-Psmoonsun,31495-Psmoonsun
1072,72,fr,Ixion,Jordan-Ben,Mkaddem,33301,226.49,33301-Ixion-Jordan-Ben-Mkaddem,33301-Ixion-Mkaddem-Jordan-Ben,33301-Ixion
1073,73,pl,Gomas,Marcin,Mrugala,13027,225.71,13027-Gomas-Marcin-Mrugala,13027-Gomas-Mrugala-Marcin,13027-Gomas
1074,74,ca,Mkengyn,Brian,Nguyen,2831,225.0,2831-Mkengyn-Brian-Nguyen,2831-Mkengyn-Nguyen-Brian,2831-Mkengyn
1075,75,ca,Chorong,Andy,Hoang,4361,225.0,4361-Chorong-Andy-Hoang,4361-Chorong-Hoang-Andy,4361-Chorong
1076,76,ca,HyperDesi,Mark,Kaila,4362,225.0,4362-HyperDesi-Mark-Kaila,4362-HyperDesi-Kaila-Mark,4362-HyperDesi
1077,77,ca,DuSteR,Tariq,Patel,4363,225.0,4363-DuSteR-Tariq-Patel,4363-DuSteR-Patel-Tariq,4363-DuSteR
1078,78,us,DayaL,-,-,6394,225.0,6394-DayaL,6394-DayaL,6394-DayaL
1079,79,cn,AIMO,-,-,7341,225.0,7341-AIMO,7341-AIMO,7341-AIMO
1080,80,fi,Calt,Eetu,Laustela,14698,223.11,14698-Calt-Eetu-Laustela,14698-Calt-Laustela-Eetu,14698-Calt
1081,81,kr,TerrOr,Jeon,Ji-Won,10966,220.83,10966-TerrOr-Jeon-Ji-Won,10966-TerrOr-Ji-Won-Jeon,10966-TerrOr
1082,82,th,Jump,Kasidith,Vorakitpokatorn,7320,220.29,7320-Jump-Kasidith-Vorakitpokatorn,7320-Jump-Vorakitpokatorn-Kasidith,7320-Jump
1083,83,bg,ZeeRaX,Georgi,Marinov,1271,220.0,1271-ZeeRaX-Georgi-Marinov,1271-ZeeRaX-Marinov-Georgi,1271-ZeeRaX
1084,84,it,LoZ,Emilio,Maffi,2323,220.0,2323-LoZ-Emilio-Maffi,2323-LoZ-Maffi-Emilio,2323-LoZ
1085,85,us,Schnitzel,Corey,Schnedl,11230,220.0,11230-Schnitzel-Corey-Schnedl,11230-Schnitzel-Schnedl-Corey,11230-Schnitzel
1086,86,nz,Another,-,-,4359,218.86,4359-Another,4359-Another,4359-Another
1087,87,de,Chabby,Lars,Nawa,29720,217.63,29720-Chabby-Lars-Nawa,29720-Chabby-Nawa-Lars,29720-Chabby
1088,88,kr,YangSongE,Jung,Dong-Hyun,10976,217.21,10976-YangSongE-Jung-Dong-Hyun,10976-YangSongE-Dong-Hyun-Jung,10976-YangSongE
1089,89,se,Multi,Pontus,Cervin,32856,213.26,32856-Multi-Pontus-Cervin,32856-Multi-Cervin-Pontus,32856-Multi
1090,90,nl,Jona,Jonathan,Stelma,17290,211.1,17290-Jona-Jonathan-Stelma,17290-Jona-Stelma-Jonathan,17290-Jona
1091,91,sg,Fiery,-,-,7326,210.57,7326-Fiery,7326-Fiery,7326-Fiery
1092,92,nl,NTT,Anker,Scharn,1727,210.48,1727-NTT-Anker-Scharn,1727-NTT-Scharn-Anker,1727-NTT
1093,93,es,WaKa,Carlos,Pérez-Arenas,19590,210.0,19590-WaKa-Carlos-Pérez-Arenas,19590-WaKa-Pérez-Arenas-Carlos,19590-WaKa
1094,94,de,Levi,-,-,18858,209.82,18858-Levi,18858-Levi,18858-Levi
1095,95,au,RivaL,Henry,Yum,24073,207.94,24073-RivaL-Henry-Yum,24073-RivaL-Yum-Henry,24073-RivaL
1096,96,kr,Barbie,Yu-Ra,Lee,10962,205.83,10962-Barbie-Yu-Ra-Lee,10962-Barbie-Lee-Yu-Ra,10962-Barbie
1097,97,kr,Chance,-,-,10963,205.83,10963-Chance,10963-Chance,10963-Chance
1098,98,kr,eins,Joo,Jin-Hyuk,10964,205.83,10964-eins-Joo-Jin-Hyuk,10964-eins-Jin-Hyuk-Joo,10964-eins
1099,99,kr,HyoLyn,Kang-Bin,Kim,10965,205.83,10965-HyoLyn-Kang-Bin-Kim,10965-HyoLyn-Kim-Kang-Bin,10965-HyoLyn
1100,0,kr,Splendid,Jang,Hyun,10967,205.83,10967-Splendid-Jang-Hyun,10967-Splendid-Hyun-Jang,10967-Splendid
1101,1,kr,Acou,Kim,Ji-Hwang,10971,205.83,10971-Acou-Kim-Ji-Hwang,10971-Acou-Ji-Hwang-Kim,10971-Acou
1102,2,kr,Kong,Jun-Young,Son,10972,205.83,10972-Kong-Jun-Young-Son,10972-Kong-Son-Jun-Young,10972-Kong
1103,3,ee,Hymy,-,-,20406,203.89,20406-Hymy,20406-Hymy,20406-Hymy
1104,4,it,Narsil,Jordan,Gottardo,15026,202.32,15026-Narsil-Jordan-Gottardo,15026-Narsil-Gottardo-Jordan,15026-Narsil
1105,5,tw,Gow,Bang-Yan,Ye,11139,201.06,11139-Gow-Bang-Yan-Ye,11139-Gow-Ye-Bang-Yan,11139-Gow
1106,6,de,Wilko,Christoph,Wilkowiecki,4384,200.81,4384-Wilko-Christoph-Wilkowiecki,4384-Wilko-Wilkowiecki-Christoph,4384-Wilko
